slug,runtime_percentile_analysis,result_analysis,total_testcases,total_correct,runtime_percentile,state,status_msg,memory_percentile,processed,difficulty_x,difficulty_y,difficulty
ways-to-express-an-integer-as-sum-of-powers,82.8,Accepted,1502.0,1502.0,79.0246,SUCCESS,82.9269,Accepted,True,Medium,Medium,Medium
find-the-value-of-the-partition,100.0,Accepted,806.0,806.0,90.9089,SUCCESS,26.6233,Accepted,True,Medium,Medium,Medium
distribute-candies-among-children-i,75.5556,Accepted,,,65.1,,20.9,Accepted,True,Easy,Easy,Easy
find-the-prefix-common-array-of-two-arrays,76.2811,Accepted,1773.0,1773.0,93.1298,SUCCESS,22.3071,Accepted,True,Medium,Medium,Medium
minimum-cost-to-split-an-array,91.7651,Accepted,59.0,59.0,77.2711,SUCCESS,84.3433,Accepted,True,Hard,Hard,Hard
smallest-k-length-subsequence-with-occurrences-of-a-letter,86.2744,Accepted,152.0,152.0,89.2858,SUCCESS,73.2142,Accepted,True,Hard,Hard,Hard
closest-subsequence-sum,93.4886,Accepted,74.0,74.0,83.116,SUCCESS,53.2458,Accepted,True,Hard,Hard,Hard
minimum-white-tiles-after-covering-with-carpets,,Wrong Answer,2706.0,2706.0,91.5792,SUCCESS,71.5789,Accepted,True,Hard,Hard,Hard
take-gifts-from-the-richest-pile,82.5921,Accepted,103.0,103.0,83.4441,SUCCESS,10.1728,Accepted,True,Easy,Easy,Easy
minimum-cost-walk-in-weighted-graph,91.6077,Accepted,549.0,549.0,98.039,SUCCESS,46.6231,Accepted,True,Hard,Hard,Hard
partition-string-into-substrings-with-values-at-most-k,74.336,Accepted,56.0,56.0,75.7352,SUCCESS,33.8235,Accepted,True,Medium,Medium,Medium
apply-operations-to-make-all-array-elements-equal-to-zero,93.6843,Accepted,1029.0,1029.0,90.3028,SUCCESS,92.1212,Accepted,True,Medium,Medium,Medium
find-critical-and-pseudo-critical-edges-in-minimum-spanning-tree,,Wrong Answer,66.0,66.0,76.3644,SUCCESS,41.0909,Accepted,True,Hard,Hard,Hard
count-pairs-of-nodes,46.1532,Accepted,63.0,63.0,78.9472,SUCCESS,64.9122,Accepted,True,Hard,Hard,Hard
find-beautiful-indices-in-the-given-array-i,60.625,Accepted,535.0,535.0,84.6388,SUCCESS,66.717,Accepted,True,Medium,Medium,Medium
maximize-score-after-n-operations,,Wrong Answer,77.0,77.0,83.4426,SUCCESS,41.0588,Accepted,True,Hard,Hard,Hard
minimum-cost-to-change-the-final-value-of-expression,84.0,Accepted,70.0,70.0,78.5716,SUCCESS,96.4286,Accepted,True,Hard,Hard,Hard
count-subarrays-with-median-k,93.9191,Accepted,45.0,45.0,95.8113,SUCCESS,46.5967,Accepted,True,Hard,Hard,Hard
rearranging-fruits,86.3945,Accepted,40.0,40.0,72.0928,SUCCESS,76.7441,Accepted,True,Hard,Hard,Hard
maximum-matching-of-players-with-trainers,22.6354,Accepted,35.0,35.0,53.0748,SUCCESS,62.8342,Accepted,True,Medium,Medium,Medium
sort-the-people,80.0758,Accepted,,,80.96,,75.21,Accepted,True,Easy,Easy,Easy
distinct-prime-factors-of-product-of-array,75.7697,Accepted,81.0,81.0,90.345,SUCCESS,90.3448,Accepted,True,Medium,Medium,Medium
unique-3-digit-even-numbers,95.8384,Accepted,930.0,930.0,96.3744,SUCCESS,98.3279,Accepted,True,Easy,Easy,Easy
minimum-operations-to-make-median-of-array-equal-to-k,100.0,Accepted,723.0,723.0,83.1521,SUCCESS,30.9779,Accepted,True,Medium,Medium,Medium
number-of-distinct-roll-sequences,91.0,Accepted,,,81.71,,63.41,Accepted,True,Hard,Hard,Hard
relocate-marbles,45.2631,Accepted,2129.0,2129.0,50.0,SUCCESS,55.8333,Accepted,True,Medium,Medium,Medium
number-of-subarrays-with-gcd-equal-to-k,78.613,Accepted,87.0,87.0,80.3799,SUCCESS,56.9619,Accepted,True,Medium,Medium,Medium
house-robber-iv,87.525,Accepted,64.0,64.0,86.512,SUCCESS,77.082,Accepted,True,Medium,Medium,Medium
count-all-possible-routes,,Wrong Answer,109.0,109.0,80.0007,SUCCESS,88.3334,Accepted,True,Hard,Hard,Hard
stamping-the-grid,96.6102,Accepted,77.0,77.0,92.4052,SUCCESS,32.9123,Accepted,True,Hard,Hard,Hard
number-of-flowers-in-full-bloom,84.8941,Accepted,53.0,53.0,93.4153,SUCCESS,78.5603,Accepted,True,Hard,Hard,Hard
number-of-ways-of-cutting-a-pizza,,Wrong Answer,54.0,54.0,72.4837,SUCCESS,89.9329,Accepted,True,Hard,Hard,Hard
minimum-possible-integer-after-at-most-k-adjacent-swaps-on-digits,,Wrong Answer,50.0,50.0,84.2104,SUCCESS,21.0524,Accepted,True,Hard,Hard,Hard
number-of-different-subsequences-gcds,77.272,Accepted,39.0,39.0,85.4169,SUCCESS,79.1668,Accepted,True,Hard,Hard,Hard
number-of-ways-to-wear-different-hats-to-each-other,96.9388,Accepted,65.0,65.0,91.2088,SUCCESS,97.8022,Accepted,True,Hard,Hard,Hard
count-pairs-of-points-with-distance-k,85.7144,Accepted,1007.0,1007.0,77.273,SUCCESS,59.0908,Accepted,True,Medium,Medium,Medium
minimum-money-required-before-transactions,97.1428,Accepted,56.0,56.0,70.9678,SUCCESS,54.8388,Accepted,True,Hard,Hard,Hard
get-the-maximum-score,66.4976,Accepted,82.0,82.0,95.2381,SUCCESS,38.0951,Accepted,True,Hard,Hard,Hard
maximum-xor-with-an-element-from-array,92.7761,Accepted,67.0,67.0,91.3266,SUCCESS,40.3065,Accepted,True,Hard,Hard,Hard
minimum-operations-to-maximize-last-elements-in-arrays,,Wrong Answer,,,77.08,,59.38,Accepted,True,Medium,Medium,Medium
maximum-path-quality-of-a-graph,86.6386,Accepted,62.0,62.0,81.4389,SUCCESS,54.1666,Accepted,True,Hard,Hard,Hard
shortest-uncommon-substring-in-an-array,65.7899,Accepted,631.0,631.0,84.7403,SUCCESS,96.6474,Accepted,True,Medium,Medium,Medium
maximum-total-reward-using-operations-i,88.3108,Accepted,586.0,586.0,90.1513,SUCCESS,84.8484,Accepted,True,Medium,Medium,Medium
count-the-number-of-consistent-strings,52.6815,Accepted,74.0,74.0,91.6206,SUCCESS,98.6167,Accepted,True,Easy,Easy,Easy
fancy-sequence,94.7368,Accepted,107.0,107.0,67.742,SUCCESS,100.0,Accepted,True,Hard,Hard,Hard
number-of-subarrays-with-lcm-equal-to-k,90.6045,Accepted,102.0,102.0,83.8707,SUCCESS,29.0323,Accepted,True,Medium,Medium,Medium
delete-greatest-value-in-each-row,90.3141,Accepted,55.0,55.0,93.9464,SUCCESS,82.0722,Accepted,True,Easy,Easy,Easy
minimum-number-of-operations-to-make-arrays-similar,59.0247,Accepted,32.0,32.0,79.5701,SUCCESS,58.6022,Accepted,True,Hard,Hard,Hard
delete-duplicate-folders-in-system,97.2222,Accepted,108.0,108.0,93.2584,SUCCESS,58.4268,Accepted,True,Hard,Hard,Hard
count-ways-to-make-array-with-product,77.0264,Accepted,67.0,67.0,84.7677,SUCCESS,48.3443,Accepted,True,Hard,Hard,Hard
alternating-groups-i,79.4378,Accepted,795.0,795.0,20.9427,SUCCESS,55.3228,Accepted,True,Easy,Easy,Easy
minimum-number-of-operations-to-make-array-xor-equal-to-k,68.4784,Accepted,684.0,684.0,67.1358,SUCCESS,51.6432,Accepted,True,Medium,Medium,Medium
minimum-array-length-after-pair-removals,23.1943,Accepted,636.0,636.0,57.506,SUCCESS,90.0762,Accepted,True,Medium,Medium,Medium
maximum-number-of-fish-in-a-grid,88.081,Accepted,3842.0,3842.0,97.7488,SUCCESS,60.6635,Accepted,True,Medium,Medium,Medium
minimum-deletions-to-make-string-k-special,19.8234,Accepted,,,24.21,,72.63,Accepted,True,Medium,Medium,Medium
find-the-number-of-distinct-colors-among-the-balls,99.0087,Accepted,551.0,551.0,85.0204,SUCCESS,58.0974,Accepted,True,Medium,Medium,Medium
maximum-total-damage-with-spell-casting,5.0,Accepted,554.0,554.0,78.966,SUCCESS,77.5861,Accepted,True,Medium,Medium,Medium
frequency-tracker,98.0519,Accepted,1118.0,1118.0,91.0446,SUCCESS,37.3135,Accepted,True,Medium,Medium,Medium
minimum-common-value,88.5013,Accepted,41.0,41.0,91.2305,SUCCESS,29.0633,Accepted,True,Easy,Easy,Easy
design-task-manager,40.2117,Accepted,663.0,663.0,59.9077,SUCCESS,86.0349,Accepted,True,Medium,Medium,Medium
number-of-unique-good-subsequences,79.4116,Accepted,69.0,69.0,82.2786,SUCCESS,62.0253,Accepted,True,Hard,Hard,Hard
number-of-great-partitions,85.9874,Accepted,46.0,46.0,83.3335,SUCCESS,96.6667,Accepted,True,Hard,Hard,Hard
count-alternating-subarrays,79.7417,Accepted,789.0,789.0,93.0771,SUCCESS,31.923,Accepted,True,Medium,Medium,Medium
maximum-or,89.7058,Accepted,1215.0,1215.0,87.0588,SUCCESS,11.7647,Accepted,True,Medium,Medium,Medium
minimum-operations-to-make-a-subsequence,30.7693,Accepted,82.0,82.0,89.0625,SUCCESS,35.9375,Accepted,True,Hard,Hard,Hard
minimum-score-after-removals-on-a-tree,97.1429,Accepted,65.0,65.0,73.5292,SUCCESS,94.1176,Accepted,True,Hard,Hard,Hard
find-the-distinct-difference-array,42.6569,Accepted,4512.0,4512.0,98.3819,SUCCESS,89.9677,Accepted,True,Easy,Easy,Easy
collect-coins-in-a-tree,87.2215,Accepted,4986.0,4986.0,87.1562,SUCCESS,93.578,Accepted,True,Hard,Hard,Hard
maximum-sum-of-an-hourglass,73.5931,Accepted,41.0,41.0,81.3665,SUCCESS,20.4969,Accepted,True,Medium,Medium,Medium
count-visited-nodes-in-a-directed-graph,91.045,Accepted,941.0,941.0,87.5001,SUCCESS,87.5001,Accepted,True,Hard,Hard,Hard
maximum-points-inside-the-square,87.4076,Accepted,576.0,576.0,78.2253,SUCCESS,66.9355,Accepted,True,Medium,Medium,Medium
minimum-number-of-coins-to-be-added,92.9078,Accepted,628.0,628.0,80.9918,SUCCESS,71.0744,Accepted,True,Medium,Medium,Medium
separate-the-digits-in-an-array,27.0317,Accepted,52.0,52.0,85.0364,SUCCESS,52.5546,Accepted,True,Easy,Easy,Easy
find-the-minimum-area-to-cover-all-ones-i,74.684,Accepted,712.0,712.0,78.9865,SUCCESS,36.9564,Accepted,True,Medium,Medium,Medium
convert-1d-array-into-2d-array,62.896,Accepted,107.0,107.0,52.4815,SUCCESS,94.665,Accepted,True,Easy,Easy,Easy
maximum-multiplication-score,100.0,Accepted,675.0,675.0,99.115,SUCCESS,54.8667,Accepted,True,Medium,Medium,Medium
maximum-score-from-performing-multiplication-operations,97.6564,Accepted,,,84.44,,84.44,Accepted,True,Hard,Hard,Hard
find-subarray-with-bitwise-or-closest-to-k,84.7827,Accepted,814.0,814.0,91.9355,SUCCESS,88.7097,Accepted,True,Hard,Hard,Hard
maximum-score-of-a-node-sequence,95.2756,Accepted,75.0,75.0,91.9117,SUCCESS,30.1466,Accepted,True,Hard,Hard,Hard
rearrange-array-to-maximize-prefix-score,67.4665,Accepted,1071.0,1071.0,67.9084,SUCCESS,60.7451,Accepted,True,Medium,Medium,Medium
find-the-number-of-good-pairs-i,87.9949,Accepted,783.0,783.0,6.6576,SUCCESS,94.0361,Accepted,True,Easy,Easy,Easy
prime-pairs-with-target-sum,89.819,Accepted,554.0,554.0,90.6784,SUCCESS,5.0851,Accepted,True,Medium,Medium,Medium
count-number-of-possible-root-nodes,79.7617,Accepted,51.0,51.0,85.8401,SUCCESS,83.1854,Accepted,True,Hard,Hard,Hard
minimum-xor-sum-of-two-arrays,82.4426,Accepted,64.0,64.0,89.9999,SUCCESS,87.1428,Accepted,True,Hard,Hard,Hard
continuous-subarrays,82.9921,Accepted,2139.0,2139.0,82.5464,SUCCESS,64.5791,Accepted,True,Medium,Medium,Medium
minimum-number-of-flips-to-make-binary-grid-palindromic-i,92.126,Accepted,625.0,625.0,96.0,SUCCESS,19.2,Accepted,True,Medium,Medium,Medium
length-of-the-longest-subsequence-that-sums-to-target,95.9397,Accepted,941.0,941.0,94.8121,SUCCESS,89.8585,Accepted,True,Medium,Medium,Medium
difference-between-maximum-and-minimum-price-sum,71.1114,Accepted,58.0,58.0,68.9655,SUCCESS,65.5171,Accepted,True,Hard,Hard,Hard
number-of-ways-to-paint-n-3-grid,74.0195,Accepted,50.0,50.0,88.5351,SUCCESS,59.0235,Accepted,True,Hard,Hard,Hard
restore-the-array,84.0702,Accepted,86.0,86.0,90.8337,SUCCESS,65.8335,Accepted,True,Hard,Hard,Hard
maximum-number-of-jumps-to-reach-the-last-index,93.6508,Accepted,2639.0,2639.0,93.464,SUCCESS,50.9804,Accepted,True,Medium,Medium,Medium
divide-array-into-arrays-with-max-difference,95.8421,Accepted,1117.0,1117.0,74.0089,SUCCESS,56.3878,Accepted,True,Medium,Medium,Medium
largest-local-values-in-a-matrix,68.1565,Accepted,50.0,50.0,96.2247,SUCCESS,85.2856,Accepted,True,Easy,Easy,Easy
widest-vertical-area-between-two-points-containing-no-points,66.0798,Accepted,55.0,55.0,91.6541,SUCCESS,44.7649,Accepted,True,Easy,Easy,Easy
minimum-absolute-difference-between-elements-with-constraint,92.088,Accepted,,,91.1,,64.06,Accepted,True,Medium,Medium,Medium
disconnect-path-in-a-binary-matrix-by-at-most-one-flip,100.0,Accepted,55.0,55.0,87.8049,SUCCESS,81.301,Accepted,True,Medium,Medium,Medium
find-if-path-exists-in-graph,94.9563,Accepted,34.0,34.0,92.6915,SUCCESS,94.3255,Accepted,True,Easy,Easy,Easy
kth-largest-sum-in-a-binary-tree,73.3336,Accepted,51.0,51.0,92.9121,SUCCESS,43.1433,Accepted,True,Medium,Medium,Medium
find-the-sum-of-encrypted-integers,66.0274,Accepted,865.0,865.0,73.6842,SUCCESS,96.7418,Accepted,True,Easy,Easy,Easy
properties-graph,5.0256,Accepted,668.0,668.0,90.676,SUCCESS,73.3119,Accepted,True,Medium,Medium,Medium
count-number-of-special-subsequences,76.1195,Accepted,99.0,99.0,100.0,SUCCESS,62.7119,Accepted,True,Hard,Hard,Hard
ant-on-the-boundary,44.7986,Accepted,641.0,641.0,72.0451,SUCCESS,94.5591,Accepted,True,Easy,Easy,Easy
maximum-points-tourist-can-earn,,Runtime Error,545.0,545.0,98.6014,SUCCESS,90.9091,Accepted,True,Medium,Medium,Medium
find-the-maximum-sum-of-node-values,61.6477,Accepted,718.0,718.0,87.5954,SUCCESS,62.6944,Accepted,True,Hard,Hard,Hard
row-with-maximum-ones,75.8444,Accepted,1049.0,1049.0,62.2723,SUCCESS,22.5079,Accepted,True,Easy,Easy,Easy
find-the-longest-valid-obstacle-course-at-each-position,83.3332,Accepted,78.0,78.0,50.9711,SUCCESS,64.5634,Accepted,True,Hard,Hard,Hard
count-integers-in-intervals,99.0196,Accepted,73.0,73.0,99.7076,SUCCESS,57.8945,Accepted,True,Hard,Hard,Hard
maximum-number-of-visible-points,95.1034,Accepted,119.0,119.0,96.3852,SUCCESS,57.1083,Accepted,True,Hard,Hard,Hard
count-the-number-of-houses-at-a-certain-distance-i,89.7262,Accepted,880.0,880.0,90.5512,SUCCESS,36.2206,Accepted,True,Medium,Medium,Medium
minimum-operations-to-make-array-equal-ii,83.5052,Accepted,68.0,68.0,94.3182,SUCCESS,95.4545,Accepted,True,Medium,Medium,Medium
minimum-number-of-groups-to-create-a-valid-assignment,93.3334,Accepted,631.0,631.0,96.4912,SUCCESS,54.3859,Accepted,True,Medium,Medium,Medium
maximize-value-of-function-in-a-ball-passing-game,62.0,Accepted,948.0,948.0,55.0717,SUCCESS,46.3761,Accepted,True,Hard,Hard,Hard
earliest-possible-day-of-full-bloom,98.6548,Accepted,185.0,185.0,96.3856,SUCCESS,72.8917,Accepted,True,Hard,Hard,Hard
lexicographically-smallest-palindrome,37.5001,Accepted,4519.0,4519.0,90.5097,SUCCESS,49.0334,Accepted,True,Easy,Easy,Easy
rearrange-k-substrings-to-form-target-string,56.7568,Accepted,771.0,771.0,98.434,SUCCESS,9.8984,Accepted,True,Medium,Medium,Medium
reschedule-meetings-for-maximum-free-time-i,96.4632,Accepted,689.0,689.0,95.0179,SUCCESS,75.8007,Accepted,True,Medium,Medium,Medium
number-of-valid-words-in-a-sentence,39.9316,Accepted,244.0,244.0,49.4648,SUCCESS,97.6445,Accepted,True,Easy,Easy,Easy
maximum-product-difference-between-two-pairs,91.1196,Accepted,96.0,96.0,25.1457,SUCCESS,60.1863,Accepted,True,Easy,Easy,Easy
replace-non-coprime-numbers-in-array,83.146,Accepted,71.0,71.0,69.565,SUCCESS,94.2028,Accepted,True,Hard,Hard,Hard
decremental-string-concatenation,98.7013,Accepted,1332.0,1332.0,93.0555,SUCCESS,94.4444,Accepted,True,Medium,Medium,Medium
parallel-courses-iii,97.2438,Accepted,42.0,42.0,98.5469,SUCCESS,93.8461,Accepted,True,Hard,Hard,Hard
make-costs-of-paths-equal-in-a-binary-tree,82.6084,Accepted,1565.0,1565.0,85.9423,SUCCESS,76.6772,Accepted,True,Medium,Medium,Medium
beautiful-towers-ii,96.61,Accepted,785.0,785.0,99.0909,SUCCESS,66.3635,Accepted,True,Medium,Medium,Medium
form-largest-integer-with-digits-that-add-up-to-target,96.5909,Accepted,96.0,96.0,97.9592,SUCCESS,92.8572,Accepted,True,Hard,Hard,Hard
words-within-two-edits-of-dictionary,26.11,Accepted,33.0,33.0,98.6207,SUCCESS,57.9311,Accepted,True,Medium,Medium,Medium
minimum-cost-to-make-array-equal,,Wrong Answer,48.0,48.0,89.3835,SUCCESS,64.041,Accepted,True,Hard,Hard,Hard
total-appeal-of-a-string,66.8536,Accepted,77.0,77.0,82.38,SUCCESS,21.5104,Accepted,True,Hard,Hard,Hard
longest-common-suffix-queries,,Memory Limit Exceeded,817.0,751.0,,SUCCESS,,Memory Limit Exceeded,True,Hard,Hard,Hard
number-of-strings-which-can-be-rearranged-to-contain-substring,38.5962,Accepted,264.0,0.0,,SUCCESS,,Runtime Error,True,Medium,Medium,Medium
count-collisions-of-monkeys-on-a-polygon,100.0,Accepted,83.0,0.0,,SUCCESS,,Runtime Error,True,Medium,Medium,Medium
maximum-area-rectangle-with-point-constraints-ii,,Wrong Answer,593.0,1.0,,SUCCESS,,Runtime Error,True,Hard,Hard,Hard
greatest-common-divisor-traversal,,Runtime Error,929.0,0.0,,SUCCESS,,Runtime Error,True,Hard,Hard,Hard
power-of-heroes,28.7128,Accepted,2584.0,0.0,,SUCCESS,,Runtime Error,True,Hard,Hard,Hard
maximum-segment-sum-after-removals,,Wrong Answer,42.0,0.0,,SUCCESS,,Runtime Error,True,Hard,Hard,Hard
abbreviating-the-product-of-a-range,,Runtime Error,292.0,3.0,,SUCCESS,,Runtime Error,True,Hard,Hard,Hard
sum-of-k-mirror-numbers,9.6273,Accepted,97.0,0.0,,SUCCESS,,Runtime Error,True,Hard,Hard,Hard
minimum-number-of-days-to-eat-n-oranges,90.3448,Accepted,176.0,0.0,,SUCCESS,,Runtime Error,True,Hard,Hard,Hard
separate-squares-i,,Time Limit Exceeded,915.0,564.0,,SUCCESS,,Time Limit Exceeded,True,Medium,Medium,Medium
count-special-subsequences,,Time Limit Exceeded,557.0,543.0,,SUCCESS,,Time Limit Exceeded,True,Medium,Medium,Medium
count-beautiful-splits-in-an-array,,Time Limit Exceeded,583.0,575.0,,SUCCESS,,Time Limit Exceeded,True,Medium,Medium,Medium
find-mirror-score-of-a-string,,Time Limit Exceeded,,,,,,Time Limit Exceeded,True,Medium,Medium,Medium
maximize-the-number-of-target-nodes-after-connecting-trees-i,,Time Limit Exceeded,817.0,810.0,,SUCCESS,,Time Limit Exceeded,True,Medium,Medium,Medium
construct-the-minimum-bitwise-array-ii,,Wrong Answer,,,,,,Time Limit Exceeded,True,Medium,Medium,Medium
find-subtree-sizes-after-changes,,Memory Limit Exceeded,632.0,631.0,,SUCCESS,,Time Limit Exceeded,True,Medium,Medium,Medium
count-of-substrings-containing-every-vowel-and-k-consonants-ii,,Time Limit Exceeded,768.0,729.0,,SUCCESS,,Time Limit Exceeded,True,Medium,Medium,Medium
count-substrings-with-k-frequency-characters-i,5.82,Accepted,,,,,,Time Limit Exceeded,True,Medium,Medium,Medium
k-th-nearest-obstacle-queries,,Time Limit Exceeded,591.0,590.0,,SUCCESS,,Time Limit Exceeded,True,Medium,Medium,Medium
alternating-groups-ii,,Time Limit Exceeded,625.0,531.0,,SUCCESS,,Time Limit Exceeded,True,Medium,Medium,Medium
count-the-number-of-substrings-with-dominant-ones,,Time Limit Exceeded,881.0,855.0,,SUCCESS,,Time Limit Exceeded,True,Medium,Medium,Medium
find-the-number-of-good-pairs-ii,55.8442,Accepted,687.0,683.0,,SUCCESS,,Time Limit Exceeded,True,Medium,Medium,Medium
find-all-possible-stable-binary-arrays-i,,Memory Limit Exceeded,670.0,666.0,,SUCCESS,,Time Limit Exceeded,True,Medium,Medium,Medium
shortest-subarray-with-or-at-least-k-ii,,Time Limit Exceeded,718.0,714.0,,SUCCESS,,Time Limit Exceeded,True,Medium,Medium,Medium
find-the-grid-of-region-average,,Time Limit Exceeded,810.0,792.0,,SUCCESS,,Time Limit Exceeded,True,Medium,Medium,Medium
maximum-good-subarray-sum,,Time Limit Exceeded,782.0,780.0,,SUCCESS,,Time Limit Exceeded,True,Medium,Medium,Medium
count-zero-request-servers,27.2639,Accepted,3129.0,2123.0,,SUCCESS,,Time Limit Exceeded,True,Medium,Medium,Medium
increment-submatrices-by-one,,Time Limit Exceeded,31.0,17.0,,SUCCESS,,Time Limit Exceeded,True,Medium,Medium,Medium
count-beautiful-numbers,,Time Limit Exceeded,554.0,532.0,,SUCCESS,,Time Limit Exceeded,True,Hard,Hard,Hard
longest-common-prefix-of-k-strings-after-removal,,Time Limit Exceeded,667.0,633.0,,SUCCESS,,Time Limit Exceeded,True,Hard,Hard,Hard
permutations-iv,,Time Limit Exceeded,999.0,225.0,,SUCCESS,,Time Limit Exceeded,True,Hard,Hard,Hard
subsequences-with-a-unique-middle-mode-i,,Time Limit Exceeded,947.0,751.0,,SUCCESS,,Time Limit Exceeded,True,Hard,Hard,Hard
count-substrings-divisible-by-last-digit,,Time Limit Exceeded,699.0,683.0,,SUCCESS,,Time Limit Exceeded,True,Hard,Hard,Hard
maximize-subarray-sum-after-removing-all-occurrences-of-one-element,,Time Limit Exceeded,660.0,649.0,,SUCCESS,,Time Limit Exceeded,True,Hard,Hard,Hard
count-number-of-balanced-permutations,,Time Limit Exceeded,792.0,466.0,,SUCCESS,,Time Limit Exceeded,True,Hard,Hard,Hard
count-k-reducible-numbers-less-than-n,,Time Limit Exceeded,774.0,330.0,,SUCCESS,,Time Limit Exceeded,True,Hard,Hard,Hard
find-x-sum-of-all-k-long-subarrays-ii,,Time Limit Exceeded,784.0,776.0,,SUCCESS,,Time Limit Exceeded,True,Hard,Hard,Hard
find-the-occurrence-of-first-almost-equal-substring,,Time Limit Exceeded,778.0,770.0,,SUCCESS,,Time Limit Exceeded,True,Hard,Hard,Hard
final-array-state-after-k-multiplication-operations-ii,,Time Limit Exceeded,695.0,503.0,,SUCCESS,,Time Limit Exceeded,True,Hard,Hard,Hard
find-the-largest-palindrome-divisible-by-k,,Time Limit Exceeded,632.0,133.0,,SUCCESS,,Time Limit Exceeded,True,Hard,Hard,Hard
count-substrings-that-satisfy-k-constraint-ii,,Wrong Answer,627.0,620.0,,SUCCESS,,Time Limit Exceeded,True,Hard,Hard,Hard
time-taken-to-mark-all-nodes,,Time Limit Exceeded,804.0,411.0,,SUCCESS,,Time Limit Exceeded,True,Hard,Hard,Hard
number-of-subarrays-with-and-value-of-k,,Time Limit Exceeded,902.0,893.0,,SUCCESS,,Time Limit Exceeded,True,Hard,Hard,Hard
maximum-total-reward-using-operations-ii,,Time Limit Exceeded,583.0,572.0,,SUCCESS,,Time Limit Exceeded,True,Hard,Hard,Hard
maximum-sum-of-subsequence-with-non-adjacent-elements,,Time Limit Exceeded,527.0,517.0,,SUCCESS,,Time Limit Exceeded,True,Hard,Hard,Hard
minimize-manhattan-distances,39.2152,Accepted,537.0,527.0,,SUCCESS,,Time Limit Exceeded,True,Hard,Hard,Hard
minimum-moves-to-pick-k-ones,,Time Limit Exceeded,825.0,821.0,,SUCCESS,,Time Limit Exceeded,True,Hard,Hard,Hard
count-the-number-of-houses-at-a-certain-distance-ii,,Time Limit Exceeded,549.0,505.0,,SUCCESS,,Time Limit Exceeded,True,Hard,Hard,Hard
count-prefix-and-suffix-pairs-ii,,Time Limit Exceeded,597.0,591.0,,SUCCESS,,Time Limit Exceeded,True,Hard,Hard,Hard
find-beautiful-indices-in-the-given-array-ii,,Time Limit Exceeded,238.0,231.0,,SUCCESS,,Time Limit Exceeded,True,Hard,Hard,Hard
minimum-time-to-revert-word-to-initial-state-ii,,Time Limit Exceeded,911.0,898.0,,SUCCESS,,Time Limit Exceeded,True,Hard,Hard,Hard
find-number-of-coins-to-place-in-tree-nodes,,Time Limit Exceeded,614.0,612.0,,SUCCESS,,Time Limit Exceeded,True,Hard,Hard,Hard
maximum-strong-pair-xor-ii,,Time Limit Exceeded,349.0,237.0,,SUCCESS,,Time Limit Exceeded,True,Hard,Hard,Hard
subarrays-distinct-element-sum-of-squares-ii,,Time Limit Exceeded,,,,,,Time Limit Exceeded,True,Hard,Hard,Hard
minimum-edge-weight-equilibrium-queries-in-a-tree,,Time Limit Exceeded,733.0,727.0,,SUCCESS,,Time Limit Exceeded,True,Hard,Hard,Hard
find-a-good-subset-of-the-matrix,,Time Limit Exceeded,685.0,682.0,,SUCCESS,,Time Limit Exceeded,True,Hard,Hard,Hard
minimum-reverse-operations,,Time Limit Exceeded,711.0,698.0,,SUCCESS,,Time Limit Exceeded,True,Hard,Hard,Hard
handling-sum-queries-after-update,,Time Limit Exceeded,77.0,73.0,,SUCCESS,,Time Limit Exceeded,True,Hard,Hard,Hard
groups-of-strings,,Time Limit Exceeded,97.0,95.0,,SUCCESS,,Time Limit Exceeded,True,Hard,Hard,Hard
kth-smallest-product-of-two-sorted-arrays,,Time Limit Exceeded,112.0,98.0,,SUCCESS,,Time Limit Exceeded,True,Hard,Hard,Hard
find-servers-that-handled-most-number-of-requests,,Time Limit Exceeded,108.0,100.0,,SUCCESS,,Time Limit Exceeded,True,Hard,Hard,Hard
stone-game-v,,Time Limit Exceeded,132.0,131.0,,SUCCESS,,Time Limit Exceeded,True,Hard,Hard,Hard
maximum-unique-subarray-sum-after-deletion,,Wrong Answer,927.0,431.0,,SUCCESS,,Wrong Answer,True,Easy,Easy,Easy
sum-of-variable-length-subarrays,,Wrong Answer,773.0,176.0,,SUCCESS,,Wrong Answer,True,Easy,Easy,Easy
zigzag-grid-traversal-with-skip,,Wrong Answer,840.0,464.0,,SUCCESS,,Wrong Answer,True,Easy,Easy,Easy
substring-matching-pattern,,Wrong Answer,969.0,866.0,,SUCCESS,,Wrong Answer,True,Easy,Easy,Easy
smallest-number-with-all-set-bits,19.8966,Accepted,608.0,599.0,,SUCCESS,,Wrong Answer,True,Easy,Easy,Easy
stone-removal-game,,Wrong Answer,53.0,27.0,,SUCCESS,,Wrong Answer,True,Easy,Easy,Easy
minimum-operations-to-make-array-values-equal-to-k,,Wrong Answer,969.0,899.0,,SUCCESS,,Wrong Answer,True,Easy,Easy,Easy
adjacent-increasing-subarrays-detection-i,,Wrong Answer,1422.0,1223.0,,SUCCESS,,Wrong Answer,True,Easy,Easy,Easy
matrix-similarity-after-cyclic-shifts,,Wrong Answer,914.0,904.0,,SUCCESS,,Wrong Answer,True,Easy,Easy,Easy
minimum-right-shifts-to-sort-the-array,,Wrong Answer,814.0,317.0,,SUCCESS,,Wrong Answer,True,Easy,Easy,Easy
