slug,content,generated_code,status
count-stepping-numbers-in-range,"Given two positive integers low and high represented as strings, find the count of stepping numbers in the inclusive range [low, high].
A stepping number is an integer such that all of its adjacent digits have an absolute difference of exactly 1.
Return an integer denoting the count of stepping numbers in the inclusive range [low, high]. 
Since the answer may be very large, return it modulo 109 + 7.
Note: A stepping number should not have a leading zero.
??
Example 1:

Input: low = ""1"", high = ""11""
Output: 10
Explanation: The stepping numbers in the range [1,11] are 1, 2, 3, 4, 5, 6, 7, 8, 9 and 10. There are a total of 10 stepping numbers in the range. Hence, the output is 10.
Example 2:

Input: low = ""90"", high = ""101""
Output: 2
Explanation: The stepping numbers in the range [90,101] are 98 and 101. There are a total of 2 stepping numbers in the range. Hence, the output is 2. 
??
Constraints:

1 <= int(low) <= int(high) < 10100
1 <= low.length, high.length <= 100
low and high consist of only digits.
low and high don't have any leading zeros.

","```python
class Solution:
    def countSteppingNumbers(self, low: str, high: str) -> int:
        MOD = 10**9 + 7
        
        def count_up_to(s):
            n = len(s)
            num = list(map(int, s))
            
            from functools import lru_cache
            
            @lru_cache(maxsize=None)
            def dp(pos, prev, tight, leading_zero):
                if pos == n:
                    return 0 if leading_zero else 1
                
                limit = num[pos] if tight else 9
                total = 0
                
                for d in range(0, limit + 1):
                    new_tight = tight and (d == limit)
                    new_leading_zero = leading_zero and (d == 0)
                    
                    if new_leading_zero:
                        total += dp(pos + 1, prev, new_tight, new_leading_zero)
                    else:
                        if leading_zero or abs(d - prev) == 1:
                            total += dp(pos + 1, d, new_tight, False)
                
                return total % MOD
            
            return dp(0, 0, True, True)
        
        def is_stepping(s):
            for i in range(1, len(s)):
                if abs(int(s[i]) - int(s[i-1])) != 1:
                    return False
            return True
        
        count_high = count_up_to(high)
        count_low = count_up_to(str(int(low) - 1)) if int(low) > 1 else 0
        res = (count_high - count_low) % MOD
        
        if is_stepping(low):
            res = (res + 1) % MOD
        
        return res
```",Y
minimum-changes-to-make-k-semi-palindromes,"Given a string s and an integer k, partition s into k substrings such that the letter changes needed to make each substring a semi-palindrome??are minimized.
Return the minimum number of letter changes required.
A semi-palindrome is a special type of string that can be divided into palindromes based on a repeating pattern. To check if a string is a semi-palindrome:???????

Choose a positive divisor d of the string's length. d can range from 1 up to, but not including, the string's length. For a string of length 1, it does not have a valid divisor as per this definition, since the only divisor is its length, which is not allowed.
For a given divisor d, divide the string into groups where each group contains characters from the string that follow a repeating pattern of length d. Specifically, the first group consists of characters at positions 1, 1 + d, 1 + 2d, and so on; the second group includes characters at positions 2, 2 + d, 2 + 2d, etc.
The string is considered a semi-palindrome if each of these groups forms a palindrome.

Consider the string ""abcabc"":

The length of ""abcabc"" is 6. Valid divisors are 1, 2, and 3.
For d = 1: The entire string ""abcabc"" forms one group. Not a palindrome.
For d = 2:
	
Group 1 (positions 1, 3, 5): ""acb""
Group 2 (positions 2, 4, 6): ""bac""
Neither group forms a palindrome.


For d = 3:
	
Group 1 (positions 1, 4): ""aa""
Group 2 (positions 2, 5): ""bb""
Group 3 (positions 3, 6): ""cc""
All groups form palindromes. Therefore, ""abcabc"" is a semi-palindrome.



??
Example 1: 

Input:   s = ""abcac"", k = 2 
Output:   1 
Explanation:  Divide s into ""ab"" and ""cac"". ""cac"" is already semi-palindrome. Change ""ab"" to ""aa"", it becomes semi-palindrome with d = 1.

Example 2: 

Input:   s = ""abcdef"", k = 2 
Output:   2 
Explanation:  Divide s into substrings ""abc"" and ""def"". Each??needs one change to become semi-palindrome.

Example 3: 

Input:   s = ""aabbaa"", k = 3 
Output:   0 
Explanation:  Divide s into substrings ""aa"", ""bb"" and ""aa"".??All are already semi-palindromes.

??
Constraints:

2 <= s.length <= 200
1 <= k <= s.length / 2
s contains only lowercase English letters.

","```python
class Solution:
    def minimumChanges(self, s: str, k: int) -> int:
        n = len(s)
        cost = [[0] * n for _ in range(n)]
        
        for i in range(n):
            for j in range(i + 1, n):
                length = j - i + 1
                min_cost = float('inf')
                for d in range(1, length):
                    if length % d != 0:
                        continue
                    current_cost = 0
                    for group in range(d):
                        left = i + group
                        right = j - group
                        l, r = left, right
                        while l < r:
                            if s[l] != s[r]:
                                current_cost += 1
                            l += d
                            r -= d
                    min_cost = min(min_cost, current_cost)
                cost[i][j] = min_cost if min_cost != float('inf') else 0
        
        dp = [[float('inf')] * n for _ in range(k + 1)]
        for i in range(n):
            dp[1][i] = cost[0][i]
        
        for t in range(2, k + 1):
            for i in range(t - 1, n):
                for j in range(t - 2, i):
                    if dp[t - 1][j] + cost[j + 1][i] < dp[t][i]:
                        dp[t][i] = dp[t - 1][j] + cost[j + 1][i]
        
        return dp[k][n - 1]
```",Y
modify-graph-edge-weights,"You are given an undirected weighted connected graph containing n nodes labeled from 0 to n - 1, and an integer array edges where edges[i] = [ai, bi, wi] indicates that there is an edge between nodes ai and bi with weight wi.
Some edges have a weight of -1 (wi = -1), while others have a positive weight (wi > 0).
Your task is to modify all edges with a weight of -1 by assigning them positive integer values in the range [1, 2 * 109] so that the shortest distance between the nodes source and destination becomes equal to an integer target. If there are multiple modifications that make the shortest distance between source and destination equal to target, any of them will be considered correct.
Return an array containing all edges (even unmodified ones) in any order if it is possible to make the shortest distance from source to destination equal to target, or an empty array if it's impossible.
Note: You are not allowed to modify the weights of edges with initial positive weights.
??
Example 1:


Input: n = 5, edges = [[4,1,-1],[2,0,-1],[0,3,-1],[4,3,-1]], source = 0, destination = 1, target = 5
Output: [[4,1,1],[2,0,1],[0,3,3],[4,3,1]]
Explanation: The graph above shows a possible modification to the edges, making the distance from 0 to 1 equal to 5.

Example 2:


Input: n = 3, edges = [[0,1,-1],[0,2,5]], source = 0, destination = 2, target = 6
Output: []
Explanation: The graph above contains the initial edges. It is not possible to make the distance from 0 to 2 equal to 6 by modifying the edge with weight -1. So, an empty array is returned.

Example 3:


Input: n = 4, edges = [[1,0,4],[1,2,3],[2,3,5],[0,3,-1]], source = 0, destination = 2, target = 6
Output: [[1,0,4],[1,2,3],[2,3,5],[0,3,1]]
Explanation: The graph above shows a modified graph having the shortest distance from 0 to 2 as 6.

??
Constraints:

1 <= n <= 100
1 <= edges.length <= n * (n - 1) / 2
edges[i].length == 3
0 <= ai, bi??<??n
wi??= -1??or 1 <= wi??<= 107
ai??!=??bi
0 <= source, destination < n
source != destination
1 <= target <= 109
The graph is connected, and there are no self-loops or repeated edges

","```python
import heapq
from collections import defaultdict

class Solution:
    def modifiedGraphEdges(self, n: int, edges: List[List[int]], source: int, destination: int, target: int) -> List[List[int]]:
        adj = defaultdict(list)
        for i, (u, v, w) in enumerate(edges):
            adj[u].append((v, i))
            adj[v].append((u, i))
        
        def dijkstra(adj, edges, src, dest, skip_negative):
            min_heap = []
            heapq.heappush(min_heap, (0, src))
            dist = {node: float('inf') for node in range(n)}
            dist[src] = 0
            parent = {}
            visited = set()
            
            while min_heap:
                current_dist, u = heapq.heappop(min_heap)
                if u in visited:
                    continue
                visited.add(u)
                if u == dest:
                    break
                for (v, idx) in adj[u]:
                    w = edges[idx][2]
                    if w == -1:
                        if skip_negative:
                            continue
                        w = 1
                    if dist[v] > current_dist + w:
                        dist[v] = current_dist + w
                        parent[v] = u
                        heapq.heappush(min_heap, (dist[v], v))
            return dist.get(dest, float('inf')), parent
        
        shortest_path, _ = dijkstra(adj, edges, source, destination, skip_negative=False)
        if shortest_path > target:
            return []
        
        shortest_path_skip, parent = dijkstra(adj, edges, source, destination, skip_negative=True)
        if shortest_path_skip < target:
            return []
        elif shortest_path_skip == target:
            path_edges = set()
            node = destination
            while node != source:
                prev = parent[node]
                for (v, idx) in adj[prev]:
                    if v == node:
                        path_edges.add(idx)
                        break
                node = prev
            modified_edges = []
            for i, (u, v, w) in enumerate(edges):
                if w == -1:
                    if i in path_edges:
                        modified_edges.append([u, v, 1])
                    else:
                        modified_edges.append([u, v, 1])
                else:
                    modified_edges.append([u, v, w])
            return modified_edges
        
        dist = {node: float('inf') for node in range(n)}
        dist[source] = 0
        heap = [(0, source)]
        parent = {}
        edge_usage = {}
        
        while heap:
            current_dist, u = heapq.heappop(heap)
            if u == destination:
                break
            if current_dist > dist[u]:
                continue
            for (v, idx) in adj[u]:
                w = edges[idx][2]
                if w == -1:
                    w = 1
                if dist[v] > current_dist + w:
                    dist[v] = current_dist + w
                    parent[v] = u
                    edge_usage[v] = idx
                    heapq.heappush(heap, (dist[v], v))
        
        if destination not in parent:
            return []
        
        path = []
        node = destination
        while node != source:
            prev = parent[node]
            edge_idx = edge_usage[node]
            path.append(edge_idx)
            node = prev
        
        count_neg = 0
        for idx in path:
            if edges[idx][2] == -1:
                count_neg += 1
        
        if count_neg == 0:
            return []
        
        total_needed = target - (dist[destination] - count_neg)
        if total_needed < count_neg:
            return []
        
        remaining = total_needed
        modified = {}
        for idx in path:
            if edges[idx][2] == -1:
                if remaining > 0:
                    assign = 1 + remaining
                    modified[idx] = assign
                    remaining = 0
                else:
                    modified[idx] = 1
        
        result = []
        for i, (u, v, w) in enumerate(edges):
            if w == -1:
                if i in modified:
                    result.append([u, v, modified[i]])
                else:
                    result.append([u, v, 1])
            else:
                result.append([u, v, w])
        
        adj_modified = defaultdict(list)
        for u, v, w in result:
            adj_modified[u].append((v, w))
            adj_modified[v].append((u, w))
        
        heap = [(0, source)]
        dist_modified = {node: float('inf') for node in range(n)}
        dist_modified[source] = 0
        
        while heap:
            current_dist, u = heapq.heappop(heap)
            if u == destination:
                break
            if current_dist > dist_modified[u]:
                continue
            for (v, w) in adj_modified[u]:
                if dist_modified[v] > current_dist + w:
                    dist_modified[v] = current_dist + w
                    heapq.heappush(heap, (dist_modified[v], v))
        
        if dist_modified.get(destination, float('inf')) == target:
            return result
        else:
            return []
```",Y
find-the-string-with-lcp,"We define the lcp matrix of any 0-indexed string word of n lowercase English letters as an n x n grid such that:

lcp[i][j] is equal to the length of the longest common prefix between the substrings word[i,n-1] and word[j,n-1].

Given an??n x n matrix lcp, return the alphabetically smallest string word that corresponds to lcp. If there is no such string, return an empty string.
A string a is lexicographically smaller than a string b (of the same length) if in the first position where a and b differ, string a has a letter that appears earlier in the alphabet than the corresponding letter in b. For example, ""aabd"" is lexicographically smaller than ""aaca"" because the first position they differ is at the third letter, and 'b' comes before 'c'.
??
Example 1:

Input: lcp = [[4,0,2,0],[0,3,0,1],[2,0,2,0],[0,1,0,1]]
Output: ""abab""
Explanation: lcp corresponds to any 4 letter string with two alternating letters. The lexicographically smallest of them is ""abab"".

Example 2:

Input: lcp = [[4,3,2,1],[3,3,2,1],[2,2,2,1],[1,1,1,1]]
Output: ""aaaa""
Explanation: lcp corresponds to any 4 letter string with a single distinct letter. The lexicographically smallest of them is ""aaaa"". 

Example 3:

Input: lcp = [[4,3,2,1],[3,3,2,1],[2,2,2,1],[1,1,1,3]]
Output: """"
Explanation: lcp[3][3] cannot be equal to 3 since word[3,...,3] consists of only a single letter; Thus, no answer exists.

??
Constraints:

1 <= n ==??lcp.length == lcp[i].length??<= 1000
0 <= lcp[i][j] <= n

","```python
from typing import List

class Solution:
    def findTheString(self, lcp: List[List[int]]) -> str:
        n = len(lcp)
        if n == 0:
            return """"
        
        for i in range(n):
            if lcp[i][i] != n - i:
                return """"
            for j in range(n):
                if lcp[i][j] != lcp[j][i]:
                    return """"
                if lcp[i][j] > n - max(i, j):
                    return """"
        
        word = [''] * n
        current_char = 'a'
        
        for i in range(n):
            if word[i] == '':
                if current_char > 'z':
                    return """"
                word[i] = current_char
                for j in range(i + 1, n):
                    if lcp[i][j] > 0:
                        if word[j] == '':
                            word[j] = word[i]
                        elif word[j] != word[i]:
                            return """"
                current_char = chr(ord(current_char) + 1)
        
        for i in range(n):
            for j in range(n):
                expected = 0
                if word[i] == word[j]:
                    if i + 1 < n and j + 1 < n:
                        expected = lcp[i + 1][j + 1] + 1
                    else:
                        expected = 1
                if lcp[i][j] != expected:
                    return """"
        
        return ''.join(word)
```",Y
subsequence-with-the-minimum-score,"You are given two strings s and t.
You are allowed to remove any number of characters from the string t.
The score of the string is 0 if no characters are removed from the string t, otherwise:

Let left be the minimum index among all removed characters.
Let right be the maximum index among all removed characters.

Then the score of the string is right - left + 1.
Return the minimum possible score to make t??a subsequence of s.
A subsequence of a string is a new string that is formed from the original string by deleting some (can be none) of the characters without disturbing the relative positions of the remaining characters. (i.e., ""ace"" is a subsequence of ""abcde"" while ""aec"" is not).
??
Example 1:

Input: s = ""abacaba"", t = ""bzaa""
Output: 1
Explanation: In this example, we remove the character ""z"" at index 1 (0-indexed).
The string t becomes ""baa"" which is a subsequence of the string ""abacaba"" and the score is 1 - 1 + 1 = 1.
It can be proven that 1 is the minimum score that we can achieve.

Example 2:

Input: s = ""cde"", t = ""xyz""
Output: 3
Explanation: In this example, we remove characters ""x"", ""y"" and ""z"" at indices 0, 1, and 2 (0-indexed).
The string t becomes """" which is a subsequence of the string ""cde"" and the score is 2 - 0 + 1 = 3.
It can be proven that 3 is the minimum score that we can achieve.

??
Constraints:

1 <= s.length, t.length <= 105
s and t consist of only lowercase English letters.

","```python
class Solution:
    def minimumScore(self, s: str, t: str) -> int:
        m, n = len(s), len(t)
        left_pos = [-1] * n
        i = 0
        for j in range(n):
            while i < m and s[i] != t[j]:
                i += 1
            if i < m:
                left_pos[j] = i
                i += 1
            else:
                break
        
        right_pos = [-1] * n
        i = m - 1
        for j in range(n - 1, -1, -1):
            while i >= 0 and s[i] != t[j]:
                i -= 1
            if i >= 0:
                right_pos[j] = i
                i -= 1
            else:
                break
        
        left = 0
        while left < n and left_pos[left] != -1:
            left += 1
        
        right = n - 1
        while right >= 0 and right_pos[right] != -1:
            right -= 1
        
        if left > right:
            return 0
        
        min_score = right - left + 1
        
        i = 0
        j = right + 1
        while i < left and j < n:
            if left_pos[i] < right_pos[j]:
                min_score = min(min_score, j - i - 1)
                i += 1
            else:
                j += 1
        
        return min(min_score, right - left + 1)
```",Y
maximize-the-minimum-powered-city,"You are given a 0-indexed integer array stations of length n, where stations[i] represents the number of power stations in the ith city.
Each power station can provide power to every city in a fixed range. In other words, if the range is denoted by r, then a power station at city i can provide power to all cities j such that |i - j| <= r and 0 <= i, j <= n - 1.

Note that |x| denotes absolute value. For example, |7 - 5| = 2 and |3 - 10| = 7.

The power of a city is the total number of power stations it is being provided power from.
The government has sanctioned building k more power stations, each of which can be built in any city, and have the same range as the pre-existing ones.
Given the two integers r and k, return the maximum possible minimum power of a city, if the additional power stations are built optimally.
Note that you can build the k power stations in multiple cities.
??
Example 1:

Input: stations = [1,2,4,5,0], r = 1, k = 2
Output: 5
Explanation: 
One of the optimal ways is to install both the power stations at city 1. 
So stations will become [1,4,4,5,0].
- City 0 is provided by 1 + 4 = 5 power stations.
- City 1 is provided by 1 + 4 + 4 = 9 power stations.
- City 2 is provided by 4 + 4 + 5 = 13 power stations.
- City 3 is provided by 5 + 4 = 9 power stations.
- City 4 is provided by 5 + 0 = 5 power stations.
So the minimum power of a city is 5.
Since it is not possible to obtain a larger power, we return 5.

Example 2:

Input: stations = [4,4,4,4], r = 0, k = 3
Output: 4
Explanation: 
It can be proved that we cannot make the minimum power of a city greater than 4.

??
Constraints:

n == stations.length
1 <= n <= 105
0 <= stations[i] <= 105
0 <= r??<= n - 1
0 <= k??<= 109

","```python
from typing import List

class Solution:
    def maxPower(self, stations: List[int], r: int, k: int) -> int:
        n = len(stations)
        left = min(stations) if n > 0 else 0
        right = max(stations) + k if n > 0 else k
        res = 0
        
        prefix = [0] * (n + 1)
        for i in range(n):
            prefix[i+1] = prefix[i] + stations[i]
        
        def get_power(i):
            start = max(0, i - r)
            end = min(n - 1, i + r)
            return prefix[end + 1] - prefix[start]
        
        initial_powers = [get_power(i) for i in range(n)]
        left = min(initial_powers)
        right = max(initial_powers) + k
        
        def is_possible(target):
            nonlocal k
            diff = [0] * (n + 1)
            current = 0
            remaining = k
            for i in range(n):
                current += diff[i]
                total = initial_powers[i] + current
                if total < target:
                    needed = target - total
                    if needed > remaining:
                        return False
                    remaining -= needed
                    current += needed
                    end = min(i + 2 * r + 1, n)
                    if end < n:
                        diff[end] -= needed
            return True
        
        while left <= right:
            mid = (left + right) // 2
            if is_possible(mid):
                res = mid
                left = mid + 1
            else:
                right = mid - 1
        return res
```",Y
number-of-beautiful-partitions,"You are given a string s that consists of the digits '1' to '9' and two integers k and minLength.
A partition of s is called beautiful if:

s is partitioned into k non-intersecting substrings.
Each substring has a length of at least minLength.
Each substring starts with a prime digit and ends with a non-prime digit. Prime digits are '2', '3', '5', and '7', and the rest of the digits are non-prime.

Return the number of beautiful partitions of s. Since the answer may be very large, return it modulo 109 + 7.
A substring is a contiguous sequence of characters within a string.
??
Example 1:

Input: s = ""23542185131"", k = 3, minLength = 2
Output: 3
Explanation: There exists three ways to create a beautiful partition:
""2354 | 218 | 5131""
""2354 | 21851 | 31""
""2354218 | 51 | 31""

Example 2:

Input: s = ""23542185131"", k = 3, minLength = 3
Output: 1
Explanation: There exists one way to create a beautiful partition: ""2354 | 218 | 5131"".

Example 3:

Input: s = ""3312958"", k = 3, minLength = 1
Output: 1
Explanation: There exists one way to create a beautiful partition: ""331 | 29 | 58"".

??
Constraints:

1 <= k, minLength <= s.length <= 1000
s consists of the digits '1' to '9'.

","```python
class Solution:
    def beautifulPartitions(self, s: str, k: int, minLength: int) -> int:
        MOD = 10**9 + 7
        primes = {'2', '3', '5', '7'}
        n = len(s)
        if k * minLength > n or s[0] not in primes or s[-1] in primes:
            return 0
        
        dp_prev = [0] * (n + 1)
        dp_prev[0] = 1
        
        for parts in range(1, k + 1):
            dp_curr = [0] * (n + 1)
            total = 0
            for end in range(1, n + 1):
                if end >= minLength:
                    start = end - minLength
                    if start >= 0 and s[start] in primes:
                        total += dp_prev[start]
                        total %= MOD
                if end < n and s[end] not in primes:
                    dp_curr[end] = total
            dp_prev = dp_curr
        
        return dp_prev[n] % MOD
```",Y
split-message-based-on-limit,"You are given a string, message, and a positive integer, limit.
You must split message into one or more parts based on limit. Each resulting part should have the suffix ""<a/b>"", where ""b"" is to be replaced with the total number of parts and ""a"" is to be replaced with the index of the part, starting from 1 and going up to b. Additionally, the length of each resulting part (including its suffix) should be equal to limit, except for the last part whose length can be at most limit.
The resulting parts should be formed such that when their suffixes are removed and they are all concatenated in order, they should be equal to message. Also, the result should contain as few parts as possible.
Return the parts message would be split into as an array of strings. If it is impossible to split message as required, return an empty array.
??
Example 1:

Input: message = ""this is really a very awesome message"", limit = 9
Output: [""thi<1/14>"",""s i<2/14>"",""s r<3/14>"",""eal<4/14>"",""ly <5/14>"",""a v<6/14>"",""ery<7/14>"","" aw<8/14>"",""eso<9/14>"",""me<10/14>"","" m<11/14>"",""es<12/14>"",""sa<13/14>"",""ge<14/14>""]
Explanation:
The first 9 parts take 3 characters each from the beginning of message.
The next 5 parts take 2 characters each to finish splitting message. 
In this example, each part, including the last, has length 9. 
It can be shown it is not possible to split message into less than 14 parts.

Example 2:

Input: message = ""short message"", limit = 15
Output: [""short mess<1/2>"",""age<2/2>""]
Explanation:
Under the given constraints, the string can be split into two parts: 
- The first part comprises of the first 10 characters, and has a length 15.
- The next part comprises of the last 3 characters, and has a length 8.

??
Constraints:

1 <= message.length <= 104
message consists only of lowercase English letters and ' '.
1 <= limit <= 104

","```python
from typing import List

class Solution:
    def splitMessage(self, message: str, limit: int) -> List[str]:
        n = len(message)
        parts = 0
        low, high = 1, n
        found = False
        
        while low <= high:
            mid = (low + high) // 2
            total = 0
            ok = True
            b_digits = len(str(mid))
            a_digits = 1
            pos = 0
            for a in range(1, mid + 1):
                if a >= 10 ** a_digits:
                    a_digits += 1
                suffix_len = 3 + a_digits + b_digits
                if suffix_len >= limit:
                    ok = False
                    break
                chunk_len = limit - suffix_len
                total += chunk_len
                if total > n:
                    break
            if ok and total >= n:
                found = True
                parts = mid
                high = mid - 1
            else:
                low = mid + 1
        
        if not found:
            return []
        
        res = []
        pos = 0
        b_digits = len(str(parts))
        a_digits = 1
        for a in range(1, parts + 1):
            if a >= 10 ** a_digits:
                a_digits += 1
            suffix_len = 3 + a_digits + b_digits
            chunk_len = limit - suffix_len
            chunk = message[pos: pos + chunk_len]
            pos += chunk_len
            part = f""{chunk}<{a}/{parts}>""
            res.append(part)
        
        return res
```",Y
maximum-number-of-non-overlapping-palindrome-substrings,"You are given a string s and a positive integer k.
Select a set of non-overlapping substrings from the string s that satisfy the following conditions:

The length of each substring is at least k.
Each substring is a palindrome.

Return the maximum number of substrings in an optimal selection.
A substring is a contiguous sequence of characters within a string.
??
Example 1:

Input: s = ""abaccdbbd"", k = 3
Output: 2
Explanation: We can select the substrings underlined in s = ""abaccdbbd"". Both ""aba"" and ""dbbd"" are palindromes and have a length of at least k = 3.
It can be shown that we cannot find a selection with more than two valid substrings.

Example 2:

Input: s = ""adbcda"", k = 2
Output: 0
Explanation: There is no palindrome substring of length at least 2 in the string.

??
Constraints:

1 <= k <= s.length <= 2000
s consists of lowercase English letters.

","```python
class Solution:
    def maxPalindromes(self, s: str, k: int) -> int:
        n = len(s)
        dp = [0] * (n + 1)
        
        for i in range(2 * n - 1):
            l = i // 2
            r = l + i % 2
            while l >= 0 and r < n and s[l] == s[r]:
                if r - l + 1 >= k:
                    dp[r+1] = max(dp[r+1], dp[l] + 1)
                    break
                l -= 1
                r += 1
        
        for i in range(1, n + 1):
            dp[i] = max(dp[i], dp[i-1])
        
        return dp[n]
```",Y
height-of-binary-tree-after-subtree-removal-queries,"You are given the root of a binary tree with n nodes. Each node is assigned a unique value from 1 to n. You are also given an array queries of size m.
You have to perform m independent queries on the tree where in the ith query you do the following:

Remove the subtree rooted at the node with the value queries[i] from the tree. It is guaranteed that queries[i] will not be equal to the value of the root.

Return an array answer of size m where answer[i] is the height of the tree after performing the ith query.
Note:

The queries are independent, so the tree returns to its initial state after each query.
The height of a tree is the number of edges in the longest simple path from the root to some node in the tree.

??
Example 1:


Input: root = [1,3,4,2,null,6,5,null,null,null,null,null,7], queries = [4]
Output: [2]
Explanation: The diagram above shows the tree after removing the subtree rooted at node with value 4.
The height of the tree is 2 (The path 1 -> 3 -> 2).

Example 2:


Input: root = [5,8,9,2,1,3,7,4,6], queries = [3,2,4,8]
Output: [3,2,3,2]
Explanation: We have the following queries:
- Removing the subtree rooted at node with value 3. The height of the tree becomes 3 (The path 5 -> 8 -> 2 -> 4).
- Removing the subtree rooted at node with value 2. The height of the tree becomes 2 (The path 5 -> 8 -> 1).
- Removing the subtree rooted at node with value 4. The height of the tree becomes 3 (The path 5 -> 8 -> 2 -> 6).
- Removing the subtree rooted at node with value 8. The height of the tree becomes 2 (The path 5 -> 9 -> 3).

??
Constraints:

The number of nodes in the tree is n.
2 <= n <= 105
1 <= Node.val <= n
All the values in the tree are unique.
m == queries.length
1 <= m <= min(n, 104)
1 <= queries[i] <= n
queries[i] != root.val

","```python
class Solution:
    def treeQueries(self, root: Optional[TreeNode], queries: List[int]) -> List[int]:
        from collections import defaultdict

        depth = defaultdict(int)
        height = defaultdict(int)
        node_map = {}
        parent = {}
        children = defaultdict(list)

        stack = [(root, 0)]
        while stack:
            node, d = stack.pop()
            if not node:
                continue
            depth[node.val] = d
            node_map[node.val] = node
            if node.left:
                parent[node.left.val] = node.val
                children[node.val].append(node.left.val)
                stack.append((node.left, d + 1))
            if node.right:
                parent[node.right.val] = node.val
                children[node.val].append(node.right.val)
                stack.append((node.right, d + 1))

        stack = [(root, False)]
        while stack:
            node, visited = stack.pop()
            if not node:
                continue
            if visited:
                left_height = height[node.left.val] if node.left else -1
                right_height = height[node.right.val] if node.right else -1
                height[node.val] = 1 + max(left_height, right_height)
            else:
                stack.append((node, True))
                stack.append((node.right, False))
                stack.append((node.left, False))

        max_heights = defaultdict(dict)
        for node_val in node_map:
            current = node_val
            path = []
            while current in parent:
                current = parent[current]
                path.append(current)
            prev_max = -1
            for ancestor_val in reversed(path):
                sibling_height = -1
                for child in children[ancestor_val]:
                    if child != node_val and (ancestor_val not in parent or child != parent[node_val]):
                        sibling_height = max(sibling_height, height[child])
                current_max = depth[ancestor_val] + sibling_height
                if prev_max != -1:
                    current_max = max(current_max, prev_max)
                max_heights[node_val][ancestor_val] = current_max
                prev_max = current_max

        res = []
        for q in queries:
            if q not in parent:
                res.append(-1)
                continue
            path = []
            current = q
            while current in parent:
                current = parent[current]
                path.append(current)
            max_h = -1
            for ancestor_val in path:
                if ancestor_val in max_heights[q]:
                    max_h = max(max_h, max_heights[q][ancestor_val])
            res.append(max_h if max_h != -1 else -1)
        return res
```",Y
longest-increasing-subsequence-ii,"You are given an integer array nums and an integer k.
Find the longest subsequence of nums that meets the following requirements:

The subsequence is strictly increasing and
The difference between adjacent elements in the subsequence is at most k.

Return the length of the longest subsequence that meets the requirements.
A subsequence is an array that can be derived from another array by deleting some or no elements without changing the order of the remaining elements.
??
Example 1:

Input: nums = [4,2,1,4,3,4,5,8,15], k = 3
Output: 5
Explanation:
The longest subsequence that meets the requirements is [1,3,4,5,8].
The subsequence has a length of 5, so we return 5.
Note that the subsequence [1,3,4,5,8,15] does not meet the requirements because 15 - 8 = 7 is larger than 3.

Example 2:

Input: nums = [7,4,5,1,8,12,4,7], k = 5
Output: 4
Explanation:
The longest subsequence that meets the requirements is [4,5,8,12].
The subsequence has a length of 4, so we return 4.

Example 3:

Input: nums = [1,5], k = 1
Output: 1
Explanation:
The longest subsequence that meets the requirements is [1].
The subsequence has a length of 1, so we return 1.

??
Constraints:

1 <= nums.length <= 105
1 <= nums[i], k <= 105

","```python
import bisect

class Solution:
    def lengthOfLIS(self, nums: List[int], k: int) -> int:
        tails = []
        for num in nums:
            idx = bisect.bisect_right(tails, num - 1)
            if idx == len(tails):
                if not tails or num - tails[-1] <= k:
                    tails.append(num)
            else:
                if idx == 0 or num - tails[idx-1] <= k:
                    tails[idx] = num
        return len(tails)
```",Y
find-the-k-sum-of-an-array,"You are given an integer array nums and a positive integer k. You can choose any subsequence of the array and sum all of its elements together.
We define the K-Sum of the array as the kth largest subsequence sum that can be obtained (not necessarily distinct).
Return the K-Sum of the array.
A subsequence is an array that can be derived from another array by deleting some or no elements without changing the order of the remaining elements.
Note that the empty subsequence is considered to have a sum of 0.
??
Example 1:

Input: nums = [2,4,-2], k = 5
Output: 2
Explanation: All the possible subsequence sums that we can obtain are the following sorted in decreasing order:
- 6, 4, 4, 2, 2, 0, 0, -2.
The 5-Sum of the array is 2.

Example 2:

Input: nums = [1,-2,3,4,-10,12], k = 16
Output: 10
Explanation: The 16-Sum of the array is 10.

??
Constraints:

n == nums.length
1 <= n <= 105
-109 <= nums[i] <= 109
1 <= k <= min(2000, 2n)

","```python
import heapq
from typing import List

class Solution:
    def kSum(self, nums: List[int], k: int) -> int:
        max_sum = sum(max(num, 0) for num in nums)
        abs_nums = sorted(abs(num) for num in nums)
        heap = [(-max_sum, 0)]
        result = 0
        
        for _ in range(k):
            current_sum, i = heapq.heappop(heap)
            current_sum = -current_sum
            result = current_sum
            
            if i < len(abs_nums):
                heapq.heappush(heap, ( -(current_sum - abs_nums[i]), i + 1 ))
                if i > 0:
                    heapq.heappush(heap, ( -(current_sum - abs_nums[i] + abs_nums[i-1]), i + 1 ))
        
        return result
```",Y
