slug,difficulty,total_testcases,total_correct,runtime_percentile,state,status_msg,Accepted,processed
minimum-score-of-a-path-between-two-cities,Medium,43,43,82.7734,SUCCESS,75.7659,Accepted,TRUE
reschedule-meetings-for-maximum-free-time-i,Medium,689,689,95.0179,SUCCESS,75.8007,Accepted,TRUE
maximum-number-of-points-from-grid-queries,Hard,22,22,84.1169,SUCCESS,75.839,Accepted,TRUE
find-a-value-of-a-mysterious-function-closest-to-target,Hard,,,87.93,,75.86,Accepted,TRUE
distribute-repeating-integers,Hard,109,109,42.2519,SUCCESS,76.0562,Accepted,TRUE
building-boxes,Hard,86,86,100,SUCCESS,76.087,Accepted,TRUE
car-fleet-ii,Hard,85,85,72.3078,SUCCESS,76.1539,Accepted,TRUE
minimum-levels-to-gain-more-points,Medium,855,855,46.9236,SUCCESS,76.1539,Accepted,TRUE
maximum-difference-by-remapping-a-digit,Easy,,,6.44,,76.24,Accepted,TRUE
longest-cycle-in-a-graph,Hard,81,81,91.3719,SUCCESS,76.3279,Accepted,TRUE
check-if-every-row-and-column-contains-all-numbers,Easy,227,227,52.2631,SUCCESS,76.3374,Accepted,TRUE
longest-alternating-subarray,Easy,2880,2880,25.2741,SUCCESS,76.3736,Accepted,TRUE
count-vowel-strings-in-ranges,Medium,94,94,78.3295,SUCCESS,76.5238,Accepted,TRUE
make-costs-of-paths-equal-in-a-binary-tree,Medium,1565,1565,85.9423,SUCCESS,76.6772,Accepted,TRUE
rearranging-fruits,Hard,40,40,72.0928,SUCCESS,76.7441,Accepted,TRUE
minimum-obstacle-removal-to-reach-corner,Hard,,,68.64,,77.06,Accepted,TRUE
house-robber-iv,Medium,64,64,86.512,SUCCESS,77.082,Accepted,TRUE
allocate-mailboxes,Hard,,,70.71,,77.27,Accepted,TRUE
slowest-key,Easy,109,109,53.4005,SUCCESS,77.33,Accepted,TRUE
number-of-increasing-paths-in-a-grid,Hard,,,68.58,,77.43,Accepted,TRUE
minimum-difference-in-sums-after-removal-of-elements,Hard,110,110,56.9589,SUCCESS,77.5315,Accepted,TRUE
maximum-total-damage-with-spell-casting,Medium,554,554,78.966,SUCCESS,77.5861,Accepted,TRUE
number-of-possible-sets-of-closing-branches,Hard,533,533,84.4829,SUCCESS,77.5862,Accepted,TRUE
minimum-number-of-operations-to-satisfy-conditions,Medium,,,94.48,,77.93,Accepted,TRUE
gcd-sort-of-an-array,Hard,91,91,77.9663,SUCCESS,77.9663,Accepted,TRUE
the-score-of-students-solving-math-expression,Hard,274,274,31.708,SUCCESS,78.0488,Accepted,TRUE
count-distinct-numbers-on-board,Easy,100,100,100,SUCCESS,78.1819,Accepted,TRUE
split-array-into-maximum-number-of-subarrays,Medium,887,887,57.692,SUCCESS,78.2051,Accepted,TRUE
clear-digits,Easy,688,688,27.989,SUCCESS,78.292,Accepted,TRUE
maximum-tastiness-of-candy-basket,Medium,40,40,47.7342,SUCCESS,78.3919,Accepted,TRUE
number-of-flowers-in-full-bloom,Hard,53,53,93.4153,SUCCESS,78.5603,Accepted,TRUE
number-of-good-paths,Hard,134,134,40.1353,SUCCESS,78.9114,Accepted,TRUE
number-of-different-subsequences-gcds,Hard,39,39,85.4169,SUCCESS,79.1668,Accepted,TRUE
sum-of-number-and-its-reverse,Medium,258,258,58.5118,SUCCESS,79.2554,Accepted,TRUE
maximum-number-of-distinct-elements-after-operations,Medium,633,633,46.9678,SUCCESS,79.2929,Accepted,TRUE
minimum-hours-of-training-to-win-a-competition,Easy,111,111,100,SUCCESS,79.3104,Accepted,TRUE
choose-k-elements-with-maximum-sum,Medium,635,635,64.825,SUCCESS,79.3971,Accepted,TRUE
extra-characters-in-a-string,Medium,,,62.68,,79.49,Accepted,TRUE
find-the-maximum-achievable-number,Easy,2502,2502,100,SUCCESS,79.4922,Accepted,TRUE
maximum-number-of-darts-inside-of-a-circular-dartboard,Hard,65,65,34.0899,SUCCESS,79.5454,Accepted,TRUE
find-center-of-star-graph,Easy,61,61,100,SUCCESS,79.6502,Accepted,TRUE
sum-of-total-strength-of-wizards,Hard,82,82,31.6374,SUCCESS,79.6612,Accepted,TRUE
longer-contiguous-segments-of-ones-than-zeros,Easy,141,141,100,SUCCESS,80.1419,Accepted,TRUE
maximum-number-of-words-found-in-sentences,Easy,90,90,100,SUCCESS,80.3878,Accepted,TRUE
minimum-deletions-to-make-array-divisible,Hard,49,49,34.0785,SUCCESS,80.4469,Accepted,TRUE
merge-similar-items,Easy,49,49,100,SUCCESS,80.7228,Accepted,TRUE
find-first-palindromic-string-in-the-array,Easy,266,266,100,SUCCESS,80.7345,Accepted,TRUE
minimum-number-of-removals-to-make-mountain-array,Hard,91,91,39.9028,SUCCESS,80.7692,Accepted,TRUE
special-array-ii,Medium,536,536,58.2397,SUCCESS,80.8988,Accepted,TRUE
mark-elements-on-array-by-performing-queries,Medium,661,661,5.512,SUCCESS,81.1024,Accepted,TRUE
count-special-integers,Hard,120,120,100,SUCCESS,81.1881,Accepted,TRUE
determine-if-two-events-have-conflict,Easy,,,100,,81.23,Accepted,TRUE
disconnect-path-in-a-binary-matrix-by-at-most-one-flip,Medium,55,55,87.8049,SUCCESS,81.301,Accepted,TRUE
count-square-sum-triples,Easy,91,91,28.7265,SUCCESS,81.3285,Accepted,TRUE
reformat-phone-number,Easy,108,108,12.9533,SUCCESS,81.3471,Accepted,TRUE
minimum-amount-of-time-to-fill-cups,Easy,280,280,100,SUCCESS,81.3954,Accepted,TRUE
right-triangles,Medium,637,637,46.9966,SUCCESS,81.4208,Accepted,TRUE
circular-sentence,Easy,266,266,100,SUCCESS,81.7699,Accepted,TRUE
find-the-highest-altitude,Easy,80,80,100,SUCCESS,81.838,Accepted,TRUE
check-if-strings-can-be-made-equal-with-operations-i,Easy,,,100,,82.07,Accepted,TRUE
delete-greatest-value-in-each-row,Easy,55,55,93.9464,SUCCESS,82.0722,Accepted,TRUE
painting-a-grid-with-three-different-colors,Hard,84,84,26.5343,SUCCESS,82.0956,Accepted,TRUE
count-pairs-that-form-a-complete-day-i,Easy,667,667,74.87,SUCCESS,82.1491,Accepted,TRUE
count-vowel-substrings-of-a-string,Easy,88,88,27.0898,SUCCESS,82.2388,Accepted,TRUE
merge-bsts-to-create-single-bst,Hard,475,475,98.1308,SUCCESS,82.2429,Accepted,TRUE
minimum-time-to-repair-cars,Medium,1072,1072,81.1238,SUCCESS,82.251,Accepted,TRUE
maximum-height-of-a-triangle,Easy,857,857,98.4536,SUCCESS,82.4742,Accepted,TRUE
make-a-square-with-the-same-color,Easy,515,515,100,SUCCESS,82.5302,Accepted,TRUE
delete-nodes-from-linked-list-present-in-array,Medium,582,582,99.3884,SUCCESS,82.5688,Accepted,TRUE
type-of-triangle,Easy,704,704,100,SUCCESS,82.5761,Accepted,TRUE
minimum-weighted-subgraph-with-the-required-paths,Hard,,,77.45,,82.63,Accepted,TRUE
ways-to-express-an-integer-as-sum-of-powers,Medium,1502,1502,79.0246,SUCCESS,82.9269,Accepted,TRUE
find-maximum-number-of-string-pairs,Easy,659,659,65.4221,SUCCESS,82.9547,Accepted,TRUE
a-number-after-a-double-reversal,Easy,129,129,100,SUCCESS,82.9612,Accepted,TRUE
count-k-subsequences-of-a-string-with-maximum-beauty,Hard,611,611,47.1696,SUCCESS,83.0188,Accepted,TRUE
count-ways-to-build-good-strings,Medium,36,36,67.7021,SUCCESS,83.0188,Accepted,TRUE
latest-time-by-replacing-hidden-digits,Easy,159,159,100,SUCCESS,83.0189,Accepted,TRUE
smallest-missing-integer-greater-than-sequential-prefix-sum,Easy,616,616,100,SUCCESS,83.0259,Accepted,TRUE
count-number-of-possible-root-nodes,Hard,51,51,85.8401,SUCCESS,83.1854,Accepted,TRUE
largest-element-in-an-array-after-merge-operations,Medium,1023,1023,73.2921,SUCCESS,83.2299,Accepted,TRUE
valid-word,Easy,677,677,100,SUCCESS,83.3718,Accepted,TRUE
find-occurrences-of-an-element-in-an-array,Medium,527,527,62.5515,SUCCESS,83.5392,Accepted,TRUE
find-common-elements-between-two-arrays,Easy,1208,1208,81.1696,SUCCESS,83.6257,Accepted,TRUE
find-the-divisibility-array-of-a-string,Medium,51,51,78.4921,SUCCESS,84.0782,Accepted,TRUE
distribute-elements-into-two-arrays-ii,Hard,784,784,42.8564,SUCCESS,84.2857,Accepted,TRUE
sort-the-students-by-their-kth-score,Medium,33,33,100,SUCCESS,84.2976,Accepted,TRUE
minimum-number-of-seconds-to-make-mountain-height-zero,Medium,571,571,13.4305,SUCCESS,84.3284,Accepted,TRUE
minimum-cost-to-split-an-array,Hard,59,59,77.2711,SUCCESS,84.3433,Accepted,TRUE
maximum-and-sum-of-array,Hard,84,84,9.091,SUCCESS,84.4156,Accepted,TRUE
maximum-score-from-performing-multiplication-operations,Hard,,,84.44,,84.44,Accepted,TRUE
apple-redistribution-into-boxes,Easy,565,565,100,SUCCESS,84.5606,Accepted,TRUE
number-of-ways-to-reconstruct-a-tree,Hard,81,81,80.769,SUCCESS,84.6153,Accepted,TRUE
find-polygon-with-the-largest-perimeter,Medium,,,97.69,,84.72,Accepted,TRUE
range-product-queries-of-powers,Medium,70,70,13.8882,SUCCESS,84.7221,Accepted,TRUE
convert-the-temperature,Easy,74,74,100,SUCCESS,84.7265,Accepted,TRUE
reverse-prefix-of-word,Easy,112,112,100,SUCCESS,84.8391,Accepted,TRUE
maximum-total-reward-using-operations-i,Medium,586,586,90.1513,SUCCESS,84.8484,Accepted,TRUE
check-if-two-chessboard-squares-have-the-same-color,Easy,506,506,69.144,SUCCESS,84.9002,Accepted,TRUE
optimal-partition-of-string,Medium,62,62,89.4223,SUCCESS,84.9628,Accepted,TRUE
sort-even-and-odd-indices-independently,Easy,218,218,100,SUCCESS,84.9641,Accepted,TRUE
minimum-time-to-make-array-sum-at-most-x,Hard,1274,1274,96.25,SUCCESS,85,Accepted,TRUE
closest-nodes-queries-in-a-binary-search-tree,Medium,35,35,15.177,SUCCESS,85.095,Accepted,TRUE
maximum-deletions-on-a-string,Hard,129,129,63.8291,SUCCESS,85.1063,Accepted,TRUE
longest-strictly-increasing-or-strictly-decreasing-subarray,Easy,868,868,12.5532,SUCCESS,85.1065,Accepted,TRUE
largest-local-values-in-a-matrix,Easy,50,50,96.2247,SUCCESS,85.2856,Accepted,TRUE
minimum-operations-to-make-binary-array-elements-equal-to-one-ii,Medium,691,691,24.242,SUCCESS,85.4545,Accepted,TRUE
minimum-total-distance-traveled,Hard,,,88.28,,85.52,Accepted,TRUE
find-the-first-player-to-win-k-games-in-a-row,Medium,684,684,47.4574,SUCCESS,85.5932,Accepted,TRUE
find-missing-and-repeated-values,Easy,584,584,92.8924,SUCCESS,85.6615,Accepted,TRUE
count-subtrees-with-max-distance-between-cities,Hard,31,31,31.2473,SUCCESS,85.7142,Accepted,TRUE
richest-customer-wealth,Easy,34,34,100,SUCCESS,85.7399,Accepted,TRUE
design-task-manager,Medium,663,663,59.9077,SUCCESS,86.0349,Accepted,TRUE
find-special-substring-of-length-k,Easy,812,812,44.8231,SUCCESS,86.1074,Accepted,TRUE
stone-game-iii,Hard,,,65.21,,86.13,Accepted,TRUE
largest-color-value-in-a-directed-graph,Hard,,,82.37,,86.16,Accepted,TRUE
count-tested-devices-after-test-operations,Easy,520,520,21.4072,SUCCESS,86.217,Accepted,TRUE
longest-path-with-different-adjacent-characters,Hard,142,142,94.898,SUCCESS,86.2246,Accepted,TRUE
maximum-subsequence-score,Medium,28,28,35.4399,SUCCESS,86.3186,Accepted,TRUE
smallest-missing-genetic-value-in-each-subtree,Hard,68,68,90.9091,SUCCESS,86.3637,Accepted,TRUE
check-if-number-has-equal-digit-count-and-digit-value,Easy,433,433,100,SUCCESS,86.46,Accepted,TRUE
find-the-substring-with-maximum-cost,Medium,1054,1054,59.6342,SUCCESS,86.6973,Accepted,TRUE
redistribute-characters-to-make-all-strings-equal,Easy,179,179,61.7349,SUCCESS,86.7347,Accepted,TRUE
find-valid-pair-of-adjacent-digits-in-string,Easy,826,826,38.1985,SUCCESS,86.9474,Accepted,TRUE
count-array-pairs-divisible-by-k,Hard,115,115,70.1287,SUCCESS,87.0129,Accepted,TRUE
build-a-matrix-with-conditions,Hard,53,53,68.9903,SUCCESS,87.0192,Accepted,TRUE
closest-prime-numbers-in-range,Medium,68,68,16.1327,SUCCESS,87.1401,Accepted,TRUE
minimum-xor-sum-of-two-arrays,Hard,64,64,89.9999,SUCCESS,87.1428,Accepted,TRUE
minimum-time-to-finish-the-race,Hard,58,58,88.5253,SUCCESS,87.4318,Accepted,TRUE
count-visited-nodes-in-a-directed-graph,Hard,941,941,87.5001,SUCCESS,87.5001,Accepted,TRUE
most-frequent-number-following-key-in-an-array,Easy,101,101,42.4243,SUCCESS,87.8788,Accepted,TRUE
apply-operations-on-array-to-maximize-sum-of-squares,Hard,918,918,78.7879,SUCCESS,87.8788,Accepted,TRUE
stone-game-iv,Hard,72,72,71.7262,SUCCESS,87.958,Accepted,TRUE
k-items-with-the-maximum-sum,Easy,1310,1310,100,SUCCESS,87.9765,Accepted,TRUE
check-if-all-the-integers-in-a-range-are-covered,Easy,106,106,100,SUCCESS,88.064,Accepted,TRUE
maximum-containers-on-a-ship,Easy,686,686,100,SUCCESS,88.0689,Accepted,TRUE
count-all-possible-routes,Hard,109,109,80.0007,SUCCESS,88.3334,Accepted,TRUE
number-of-ways-to-reorder-array-to-get-same-bst,Hard,161,161,74.4184,SUCCESS,88.372,Accepted,TRUE
remove-letter-to-equalize-frequency,Easy,50,50,16.4138,SUCCESS,88.4138,Accepted,TRUE
rearrange-characters-to-make-target-string,Easy,116,116,100,SUCCESS,88.5057,Accepted,TRUE
minimum-substring-partition-of-equal-character-frequency,Medium,,,45.36,,88.66,Accepted,TRUE
find-subarray-with-bitwise-or-closest-to-k,Hard,814,814,91.9355,SUCCESS,88.7097,Accepted,TRUE
make-k-subarray-sums-equal,Medium,1040,1040,11.1117,SUCCESS,88.889,Accepted,TRUE
maximum-difference-between-increasing-elements,Easy,54,54,100,SUCCESS,89.1815,Accepted,TRUE
count-integers-with-even-digit-sum,Easy,71,71,27.77,SUCCESS,89.2005,Accepted,TRUE
count-subarrays-with-score-less-than-k,Hard,167,167,54.8388,SUCCESS,89.2298,Accepted,TRUE
minimum-number-of-operations-to-convert-time,Easy,256,256,100,SUCCESS,89.5623,Accepted,TRUE
goal-parser-interpretation,Easy,105,105,19.7825,SUCCESS,89.6043,Accepted,TRUE
find-the-number-of-ways-to-place-people-i,Medium,,,53.23,,89.61,Accepted,TRUE
remove-max-number-of-edges-to-keep-graph-fully-traversable,Hard,,,46.29,,89.71,Accepted,TRUE
check-array-formation-through-concatenation,Easy,85,85,25,SUCCESS,89.7321,Accepted,TRUE
shortest-and-lexicographically-smallest-beautiful-string,Medium,674,674,9.3749,SUCCESS,89.7321,Accepted,TRUE
number-of-students-unable-to-eat-lunch,Easy,55,55,100,SUCCESS,89.7933,Accepted,TRUE
length-of-the-longest-subsequence-that-sums-to-target,Medium,941,941,94.8121,SUCCESS,89.8585,Accepted,TRUE
number-of-ways-of-cutting-a-pizza,Hard,54,54,72.4837,SUCCESS,89.9329,Accepted,TRUE
find-the-distinct-difference-array,Easy,4512,4512,98.3819,SUCCESS,89.9677,Accepted,TRUE
find-the-maximum-divisibility-score,Easy,160,160,64.8,SUCCESS,90,Accepted,TRUE
add-edges-to-make-degrees-of-all-nodes-even,Hard,52,52,26.8399,SUCCESS,90.0433,Accepted,TRUE
minimum-array-length-after-pair-removals,Medium,636,636,57.506,SUCCESS,90.0762,Accepted,TRUE
count-days-spent-together,Easy,51,51,100,SUCCESS,90.1042,Accepted,TRUE
check-whether-two-strings-are-almost-equivalent,Easy,,,100,,90.23,Accepted,TRUE
distinct-prime-factors-of-product-of-array,Medium,81,81,90.345,SUCCESS,90.3448,Accepted,TRUE
pass-the-pillow,Easy,68,68,100,SUCCESS,90.5229,Accepted,TRUE
find-words-containing-character,Easy,912,912,100,SUCCESS,90.8227,Accepted,TRUE
maximum-points-tourist-can-earn,Medium,545,545,98.6014,SUCCESS,90.9091,Accepted,TRUE
maximum-building-height,Hard,50,50,82.2224,SUCCESS,91.1111,Accepted,TRUE
find-the-k-or-of-an-array,Easy,951,951,86.8851,SUCCESS,91.3934,Accepted,TRUE
minimum-number-of-operations-to-make-string-sorted,Hard,,,70.83,,91.67,Accepted,TRUE
check-if-string-is-a-prefix-of-array,Easy,349,349,100,SUCCESS,91.7671,Accepted,TRUE
minimum-number-of-pushes-to-type-word-ii,Medium,877,877,48.5202,SUCCESS,92.0119,Accepted,TRUE
apply-operations-to-make-all-array-elements-equal-to-zero,Medium,1029,1029,90.3028,SUCCESS,92.1212,Accepted,TRUE
make-three-strings-equal,Easy,1935,1935,25.9385,SUCCESS,92.1502,Accepted,TRUE
divide-intervals-into-minimum-number-of-groups,Medium,,,61.49,,92.24,Accepted,TRUE
number-of-pairs-satisfying-inequality,Hard,61,61,93.9999,SUCCESS,92.6667,Accepted,TRUE
maximum-genetic-difference-query,Hard,59,59,82.927,SUCCESS,92.683,Accepted,TRUE
form-largest-integer-with-digits-that-add-up-to-target,Hard,96,96,97.9592,SUCCESS,92.8572,Accepted,TRUE
find-nearest-point-that-has-the-same-x-or-y-coordinate,Easy,,,31.31,,93.13,Accepted,TRUE
count-number-of-distinct-integers-after-reverse-operations,Medium,,,70.51,,93.13,Accepted,TRUE
stone-game-viii,Hard,78,78,47.7277,SUCCESS,93.1819,Accepted,TRUE
find-subsequence-of-length-k-with-the-largest-sum,Easy,49,49,83.6653,SUCCESS,93.2271,Accepted,TRUE
count-subarrays-of-length-three-with-a-condition,Easy,1691,1691,37.081,SUCCESS,93.2328,Accepted,TRUE
check-knight-tour-configuration,Medium,,,100,,93.27,Accepted,TRUE
cousins-in-binary-tree-ii,Medium,41,41,53.4441,SUCCESS,93.3491,Accepted,TRUE
count-the-number-of-good-nodes,Medium,621,621,16.2297,SUCCESS,93.506,Accepted,TRUE
sum-of-scores-of-built-strings,Hard,150,150,76.6234,SUCCESS,93.5065,Accepted,TRUE
collect-coins-in-a-tree,Hard,4986,4986,87.1562,SUCCESS,93.578,Accepted,TRUE
maximize-happiness-of-selected-children,Medium,,,74.88,,93.6,Accepted,TRUE
count-the-number-of-good-subarrays,Medium,41,41,70.7684,SUCCESS,93.786,Accepted,TRUE
parallel-courses-iii,Hard,42,42,98.5469,SUCCESS,93.8461,Accepted,TRUE
valid-arrangement-of-pairs,Hard,40,40,75.4624,SUCCESS,93.9812,Accepted,TRUE
find-the-number-of-good-pairs-i,Easy,783,783,6.6576,SUCCESS,94.0361,Accepted,TRUE
minimum-score-after-removals-on-a-tree,Hard,65,65,73.5292,SUCCESS,94.1176,Accepted,TRUE
find-substring-with-given-hash-value,Hard,,,72.94,,94.12,Accepted,TRUE
replace-non-coprime-numbers-in-array,Hard,71,71,69.565,SUCCESS,94.2028,Accepted,TRUE
maximum-number-of-groups-with-increasing-length,Hard,2027,2027,55.6914,SUCCESS,94.309,Accepted,TRUE
find-if-path-exists-in-graph,Easy,34,34,92.6915,SUCCESS,94.3255,Accepted,TRUE
final-array-state-after-k-multiplication-operations-i,Easy,737,737,51.7561,SUCCESS,94.367,Accepted,TRUE
time-to-cross-a-bridge,Hard,,,57.41,,94.44,Accepted,TRUE
decremental-string-concatenation,Medium,1332,1332,93.0555,SUCCESS,94.4444,Accepted,TRUE
ant-on-the-boundary,Easy,641,641,72.0451,SUCCESS,94.5591,Accepted,TRUE
convert-1d-array-into-2d-array,Easy,107,107,52.4815,SUCCESS,94.665,Accepted,TRUE
minimum-sum-of-four-digit-number-after-splitting-digits,Easy,99,99,100,SUCCESS,94.933,Accepted,TRUE
most-frequent-even-element,Easy,219,219,53.2481,SUCCESS,94.9803,Accepted,TRUE
longest-even-odd-subarray-with-threshold,Easy,6873,6873,22.8715,SUCCESS,95.1339,Accepted,TRUE
insert-greatest-common-divisors-in-linked-list,Medium,582,582,36.5944,SUCCESS,95.2941,Accepted,TRUE
minimum-operations-to-make-array-equal-ii,Medium,68,68,94.3182,SUCCESS,95.4545,Accepted,TRUE
maximum-area-of-longest-diagonal-rectangle,Easy,816,816,100,SUCCESS,95.6967,Accepted,TRUE
score-of-a-string,Easy,,,31.38,,95.94,Accepted,TRUE
check-if-it-is-possible-to-split-array,Medium,531,531,100,SUCCESS,96.2617,Accepted,TRUE
substrings-of-size-three-with-distinct-characters,Easy,160,160,100,SUCCESS,96.3792,Accepted,TRUE
minimum-cost-to-change-the-final-value-of-expression,Hard,70,70,78.5716,SUCCESS,96.4286,Accepted,TRUE
maximum-units-on-a-truck,Easy,77,77,92.0565,SUCCESS,96.4696,Accepted,TRUE
minimize-string-length,Easy,5013,5013,68.3673,SUCCESS,96.5306,Accepted,TRUE
check-if-the-sentence-is-pangram,Easy,79,79,100,SUCCESS,96.5322,Accepted,TRUE
find-longest-awesome-substring,Hard,153,153,72.4143,SUCCESS,96.5517,Accepted,TRUE
shortest-uncommon-substring-in-an-array,Medium,631,631,84.7403,SUCCESS,96.6474,Accepted,TRUE
number-of-great-partitions,Hard,46,46,83.3335,SUCCESS,96.6667,Accepted,TRUE
find-the-sum-of-encrypted-integers,Easy,865,865,73.6842,SUCCESS,96.7418,Accepted,TRUE
maximize-the-profit-as-the-salesman,Medium,435,435,96.9232,SUCCESS,96.9231,Accepted,TRUE
find-x-sum-of-all-k-long-subarrays-i,Easy,906,906,46.1958,SUCCESS,97.0271,Accepted,TRUE
separate-squares-ii,Hard,763,763,71.014,SUCCESS,97.1014,Accepted,TRUE
maximum-ascending-subarray-sum,Easy,104,104,100,SUCCESS,97.2433,Accepted,TRUE
minimize-maximum-of-array,Medium,68,68,48.2681,SUCCESS,97.2773,Accepted,TRUE
maximum-value-of-an-ordered-triplet-ii,Medium,599,599,72.1853,SUCCESS,97.2923,Accepted,TRUE
find-xor-sum-of-all-pairs-bitwise-and,Hard,84,84,67.5673,SUCCESS,97.2972,Accepted,TRUE
number-of-rectangles-that-can-form-the-largest-square,Easy,68,68,81.7911,SUCCESS,97.3134,Accepted,TRUE
maximum-number-of-non-overlapping-substrings,Hard,285,285,7.6474,SUCCESS,97.4522,Accepted,TRUE
number-of-ways-to-earn-points,Hard,63,63,40.9648,SUCCESS,97.5904,Accepted,TRUE
number-of-valid-words-in-a-sentence,Easy,244,244,49.4648,SUCCESS,97.6445,Accepted,TRUE
count-elements-with-maximum-frequency,Easy,623,623,100,SUCCESS,97.776,Accepted,TRUE
sliding-subarray-beauty,Medium,717,717,39.2565,SUCCESS,97.7779,Accepted,TRUE
number-of-ways-to-wear-different-hats-to-each-other,Hard,65,65,91.2088,SUCCESS,97.8022,Accepted,TRUE
maximum-strong-pair-xor-i,Easy,861,861,66.4739,SUCCESS,97.8805,Accepted,TRUE
existence-of-a-substring-in-a-string-and-its-reverse,Easy,719,719,100,SUCCESS,97.9069,Accepted,TRUE
calculate-money-in-leetcode-bank,Easy,106,106,51.6129,SUCCESS,98.0149,Accepted,TRUE
visit-array-positions-to-maximize-score,Medium,744,744,53.7983,SUCCESS,98.1013,Accepted,TRUE
sum-of-digits-in-base-k,Easy,65,65,100,SUCCESS,98.1558,Accepted,TRUE
shortest-distance-to-target-string-in-a-circular-array,Easy,164,164,100,SUCCESS,98.2684,Accepted,TRUE
determine-the-winner-of-a-bowling-game,Easy,,,68.37,,98.3,Accepted,TRUE
unique-3-digit-even-numbers,Easy,930,930,96.3744,SUCCESS,98.3279,Accepted,TRUE
count-the-digits-that-divide-a-number,Easy,56,56,100,SUCCESS,98.3936,Accepted,TRUE
collecting-chocolates,Medium,2564,2564,53.6224,SUCCESS,98.5507,Accepted,TRUE
count-the-number-of-consistent-strings,Easy,74,74,91.6206,SUCCESS,98.6167,Accepted,TRUE
divisible-and-non-divisible-sums-difference,Easy,737,737,100,SUCCESS,98.7063,Accepted,TRUE
make-lexicographically-smallest-array-by-swapping-elements,Medium,523,523,66.8378,SUCCESS,98.7145,Accepted,TRUE
minimum-average-of-smallest-and-largest-elements,Easy,720,720,55.3363,SUCCESS,98.7444,Accepted,TRUE
shortest-subarray-with-or-at-least-k-i,Easy,834,834,80.4979,SUCCESS,98.7552,Accepted,TRUE
calculate-digit-sum-of-a-string,Easy,121,121,100,SUCCESS,98.8806,Accepted,TRUE
count-partitions-with-even-sum-difference,Easy,616,616,100,SUCCESS,99.0643,Accepted,TRUE
the-two-sneaky-numbers-of-digitville,Easy,706,706,24.9852,SUCCESS,99.1202,Accepted,TRUE
count-beautiful-substrings-i,Medium,619,619,62.6075,SUCCESS,99.1304,Accepted,TRUE
first-letter-to-appear-twice,Easy,92,92,100,SUCCESS,99.2298,Accepted,TRUE
sort-matrix-by-diagonals,Medium,1306,1306,87.8307,SUCCESS,99.4709,Accepted,TRUE
check-if-grid-satisfies-conditions,Easy,882,882,55.2727,SUCCESS,100,Accepted,TRUE
create-components-with-same-value,Hard,43,43,5.6346,SUCCESS,100,Accepted,TRUE
best-position-for-a-service-centre,Hard,56,56,18.936,SUCCESS,100,Accepted,TRUE
fancy-sequence,Hard,107,107,67.742,SUCCESS,100,Accepted,TRUE
find-the-sequence-of-strings-appeared-on-the-screen,Medium,742,742,8.6948,SUCCESS,100,Accepted,TRUE
count-pairs-of-connectable-servers-in-a-weighted-tree-network,Medium,716,716,44.5632,SUCCESS,100,Accepted,TRUE
minimum-number-of-valid-strings-to-form-target-ii,Hard,807,799,,SUCCESS,,Memory Limit Exceeded,TRUE
longest-common-suffix-queries,Hard,817,751,,SUCCESS,,Memory Limit Exceeded,TRUE
maximum-area-rectangle-with-point-constraints-ii,Hard,593,1,,SUCCESS,,Runtime Error,TRUE
smallest-divisible-digit-product-ii,Hard,954,2,,SUCCESS,,Runtime Error,TRUE
greatest-common-divisor-traversal,Hard,929,0,,SUCCESS,,Runtime Error,TRUE
power-of-heroes,Hard,2584,0,,SUCCESS,,Runtime Error,TRUE
maximum-segment-sum-after-removals,Hard,42,0,,SUCCESS,,Runtime Error,TRUE
abbreviating-the-product-of-a-range,Hard,292,3,,SUCCESS,,Runtime Error,TRUE
sum-of-k-mirror-numbers,Hard,97,0,,SUCCESS,,Runtime Error,TRUE
minimum-number-of-days-to-eat-n-oranges,Hard,176,0,,SUCCESS,,Runtime Error,TRUE
double-modular-exponentiation,Medium,524,0,,SUCCESS,,Runtime Error,TRUE
number-of-strings-which-can-be-rearranged-to-contain-substring,Medium,264,0,,SUCCESS,,Runtime Error,TRUE
count-collisions-of-monkeys-on-a-polygon,Medium,83,0,,SUCCESS,,Runtime Error,TRUE
lexicographically-smallest-beautiful-string,Hard,,,,,,Runtime Error,TRUE
maximize-grid-happiness,Hard,,,,,,Runtime Error,TRUE
count-beautiful-numbers,Hard,554,532,,SUCCESS,,Time Limit Exceeded,TRUE
longest-common-prefix-of-k-strings-after-removal,Hard,667,633,,SUCCESS,,Time Limit Exceeded,TRUE
permutations-iv,Hard,999,225,,SUCCESS,,Time Limit Exceeded,TRUE
maximum-difference-between-even-and-odd-frequency-ii,Hard,690,667,,SUCCESS,,Time Limit Exceeded,TRUE
maximum-and-minimum-sums-of-at-most-size-k-subarrays,Hard,684,622,,SUCCESS,,Time Limit Exceeded,TRUE
subsequences-with-a-unique-middle-mode-i,Hard,947,751,,SUCCESS,,Time Limit Exceeded,TRUE
count-substrings-divisible-by-last-digit,Hard,699,683,,SUCCESS,,Time Limit Exceeded,TRUE
maximize-subarray-sum-after-removing-all-occurrences-of-one-element,Hard,660,649,,SUCCESS,,Time Limit Exceeded,TRUE
count-number-of-balanced-permutations,Hard,792,466,,SUCCESS,,Time Limit Exceeded,TRUE
count-k-reducible-numbers-less-than-n,Hard,774,330,,SUCCESS,,Time Limit Exceeded,TRUE
