slug,difficulty,total_testcases,total_correct,runtime_percentile,state,memory_percentile,status_msg,processed,generated_code,content
find-longest-special-substring-that-occurs-thrice-i,Medium,812,50,,SUCCESS,,Wrong Answer,True,"```python
class Solution:
    def maximumLength(self, s: str) -> int:
        from collections import defaultdict

        char_substrings = defaultdict(list)
        n = len(s)
        
        for i in range(n):
            current_char = s[i]
            length = 1
            char_substrings[current_char].append(length)
            for j in range(i + 1, n):
                if s[j] == current_char:
                    length += 1
                    char_substrings[current_char].append(length)
                else:
                    break
        
        max_len = -1
        for char in char_substrings:
            lengths = char_substrings[char]
            if len(lengths) >= 3:
                lengths.sort(reverse=True)
                max_len = max(max_len, lengths[2])
        
        return max_len
```","You are given a string s that consists of lowercase English letters.
A string is called special if it is made up of only a single character. For example, the string ""abc"" is not special, whereas the strings ""ddd"", ""zz"", and ""f"" are special.
Return the length of the longest special substring of s which occurs at least thrice, or -1 if no special substring occurs at least thrice.
A substring is a contiguous non-empty sequence of characters within a string.
 
Example 1:

Input: s = ""aaaa""
Output: 2
Explanation: The longest special substring which occurs thrice is ""aa"": substrings ""aaaa"", ""aaaa"", and ""aaaa"".
It can be shown that the maximum length achievable is 2.

Example 2:

Input: s = ""abcdef""
Output: -1
Explanation: There exists no special substring which occurs at least thrice. Hence return -1.

Example 3:

Input: s = ""abcaba""
Output: 1
Explanation: The longest special substring which occurs thrice is ""a"": substrings ""abcaba"", ""abcaba"", and ""abcaba"".
It can be shown that the maximum length achievable is 1.

 
Constraints:

3 <= s.length <= 50
s consists of only lowercase English letters.

"
maximum-points-after-enemy-battles,Medium,579,44,,SUCCESS,,Wrong Answer,True,"```python
from typing import List

class Solution:
    def maximumPoints(self, enemyEnergies: List[int], currentEnergy: int) -> int:
        enemyEnergies_sorted = sorted(enemyEnergies)
        n = len(enemyEnergies)
        points = 0
        i = 0
        j = n - 1
        
        while i <= j:
            if currentEnergy >= enemyEnergies_sorted[i]:
                currentEnergy -= enemyEnergies_sorted[i]
                points += 1
                i += 1
            elif points > 0 and j > i:
                currentEnergy += enemyEnergies_sorted[j]
                points -= 1
                j -= 1
            else:
                break
        
        return points
```","You are given an integer array enemyEnergies denoting the energy values of various enemies.
You are also given an integer currentEnergy denoting the amount of energy you have initially.
You start with 0 points, and all the enemies are unmarked initially.
You can perform either of the following operations zero or multiple times to gain points:

Choose an unmarked enemy, i, such that currentEnergy >= enemyEnergies[i]. By choosing this option:

	
You gain 1 point.
Your energy is reduced by the enemy's energy, i.e. currentEnergy = currentEnergy - enemyEnergies[i].


If you have at least 1 point, you can choose an unmarked enemy, i. By choosing this option:
	
Your energy increases by the enemy's energy, i.e. currentEnergy = currentEnergy + enemyEnergies[i].
The enemy i is marked.



Return an integer denoting the maximum points you can get in the end by optimally performing operations.
 
Example 1:

Input: enemyEnergies = [3,2,2], currentEnergy = 2
Output: 3
Explanation:
The following operations can be performed to get 3 points, which is the maximum:

First operation on enemy 1: points increases by 1, and currentEnergy decreases by 2. So, points = 1, and currentEnergy = 0.
Second operation on enemy 0: currentEnergy increases by 3, and enemy 0 is marked. So, points = 1, currentEnergy = 3, and marked enemies = [0].
First operation on enemy 2: points increases by 1, and currentEnergy decreases by 2. So, points = 2, currentEnergy = 1, and marked enemies = [0].
Second operation on enemy 2: currentEnergy increases by 2, and enemy 2 is marked. So, points = 2, currentEnergy = 3, and marked enemies = [0, 2].
First operation on enemy 1: points increases by 1, and currentEnergy decreases by 2. So, points = 3, currentEnergy = 1, and marked enemies = [0, 2].


Example 2:

Input: enemyEnergies = [2], currentEnergy = 10
Output: 5
Explanation: 
Performing the first operation 5 times on enemy 0 results in the maximum number of points.

 
Constraints:

1 <= enemyEnergies.length <= 105
1 <= enemyEnergies[i] <= 109
0 <= currentEnergy <= 109

"
minimum-cost-to-make-array-equalindromic,Medium,650,602,,SUCCESS,,Wrong Answer,True,"```python
class Solution:
    def minimumCost(self, nums: List[int]) -> int:
        def is_palindrome(x):
            s = str(x)
            return s == s[::-1]
        
        nums_sorted = sorted(nums)
        n = len(nums_sorted)
        median_candidates = []
        
        median = nums_sorted[n // 2]
        
        candidates = set()
        for x in [median, median + 1, median - 1]:
            if x > 0:
                candidates.add(x)
        
        for delta in range(-100, 101):
            x = median + delta
            if x > 0:
                candidates.add(x)
        
        palindromes = [x for x in candidates if is_palindrome(x)]
        
        if not palindromes:
            return 0
        
        min_cost = float('inf')
        for y in palindromes:
            total_cost = sum(abs(num - y) for num in nums_sorted)
            if total_cost < min_cost:
                min_cost = total_cost
        
        return min_cost
```","You are given a 0-indexed integer array nums having length n.
You are allowed to perform a special move any number of times (including zero) on nums. In one special move you perform the following steps in order:

Choose an index i in the range [0, n - 1], and a positive integer x.
Add |nums[i] - x| to the total cost.
Change the value of nums[i] to x.

A palindromic number is a positive integer that remains the same when its digits are reversed. For example, 121, 2552 and 65756 are palindromic numbers whereas 24, 46, 235 are not palindromic numbers.
An array is considered equalindromic if all the elements in the array are equal to an integer y, where y is a palindromic number less than 109.
Return an integer denoting the minimum possible total cost to make nums equalindromic by performing any number of special moves.
 
Example 1:

Input: nums = [1,2,3,4,5]
Output: 6
Explanation: We can make the array equalindromic by changing all elements to 3 which is a palindromic number. The cost of changing the array to [3,3,3,3,3] using 4 special moves is given by |1 - 3| + |2 - 3| + |4 - 3| + |5 - 3| = 6.
It can be shown that changing all elements to any palindromic number other than 3 cannot be achieved at a lower cost.

Example 2:

Input: nums = [10,12,13,14,15]
Output: 11
Explanation: We can make the array equalindromic by changing all elements to 11 which is a palindromic number. The cost of changing the array to [11,11,11,11,11] using 5 special moves is given by |10 - 11| + |12 - 11| + |13 - 11| + |14 - 11| + |15 - 11| = 11.
It can be shown that changing all elements to any palindromic number other than 11 cannot be achieved at a lower cost.

Example 3:

Input: nums = [22,33,22,33,22]
Output: 22
Explanation: We can make the array equalindromic by changing all elements to 22 which is a palindromic number. The cost of changing the array to [22,22,22,22,22] using 2 special moves is given by |33 - 22| + |33 - 22| = 22.
It can be shown that changing all elements to any palindromic number other than 22 cannot be achieved at a lower cost.

 
Constraints:

1 <= n <= 105
1 <= nums[i] <= 109

"
maximum-size-of-a-set-after-removals,Medium,969,961,,SUCCESS,,Wrong Answer,True,"```python
from typing import List

class Solution:
    def maximumSetSize(self, nums1: List[int], nums2: List[int]) -> int:
        n = len(nums1)
        k = n // 2
        set1 = set(nums1)
        set2 = set(nums2)
        common = set1 & set2
        only1 = set1 - set2
        only2 = set2 - set1
        
        max_common = min(len(common), k * 2 - len(only1) - len(only2))
        if max_common < 0:
            max_common = 0
        
        return min(len(only1) + len(only2) + max_common, 2 * k)
```","You are given two 0-indexed integer arrays nums1 and nums2 of even length n.
You must remove n / 2 elements from nums1 and n / 2 elements from nums2. After the removals, you insert the remaining elements of nums1 and nums2 into a set s.
Return the maximum possible size of the set s.
 
Example 1:

Input: nums1 = [1,2,1,2], nums2 = [1,1,1,1]
Output: 2
Explanation: We remove two occurences of 1 from nums1 and nums2. After the removals, the arrays become equal to nums1 = [2,2] and nums2 = [1,1]. Therefore, s = {1,2}.
It can be shown that 2 is the maximum possible size of the set s after the removals.

Example 2:

Input: nums1 = [1,2,3,4,5,6], nums2 = [2,3,2,3,2,3]
Output: 5
Explanation: We remove 2, 3, and 6 from nums1, as well as 2 and two occurrences of 3 from nums2. After the removals, the arrays become equal to nums1 = [1,4,5] and nums2 = [2,3,2]. Therefore, s = {1,2,3,4,5}.
It can be shown that 5 is the maximum possible size of the set s after the removals.

Example 3:

Input: nums1 = [1,1,2,2,3,3], nums2 = [4,4,5,5,6,6]
Output: 6
Explanation: We remove 1, 2, and 3 from nums1, as well as 4, 5, and 6 from nums2. After the removals, the arrays become equal to nums1 = [1,2,3] and nums2 = [4,5,6]. Therefore, s = {1,2,3,4,5,6}.
It can be shown that 6 is the maximum possible size of the set s after the removals.

 
Constraints:

n == nums1.length == nums2.length
1 <= n <= 2 * 104
n is even.
1 <= nums1[i], nums2[i] <= 109

"
count-subarrays-where-max-element-appears-at-least-k-times,Medium,633,103,,SUCCESS,,Wrong Answer,True,"```python
from typing import List

class Solution:
    def countSubarrays(self, nums: List[int], k: int) -> int:
        max_num = max(nums)
        max_indices = [i for i, num in enumerate(nums) if num == max_num]
        res = 0
        left = 0
        n = len(nums)
        
        for right in range(len(max_indices)):
            if right - left + 1 >= k:
                last_pos = max_indices[right]
                res += (max_indices[left] + 1) * (n - last_pos)
                left += 1
        
        return res
```","You are given an integer array nums and a positive integer k.
Return the number of subarrays where the maximum element of nums appears at least k times in that subarray.
A subarray is a contiguous sequence of elements within an array.
 
Example 1:

Input: nums = [1,3,2,3,3], k = 2
Output: 6
Explanation: The subarrays that contain the element 3 at least 2 times are: [1,3,2,3], [1,3,2,3,3], [3,2,3], [3,2,3,3], [2,3,3] and [3,3].

Example 2:

Input: nums = [1,4,2,1], k = 3
Output: 0
Explanation: No subarray contains the element 4 at least 3 times.

 
Constraints:

1 <= nums.length <= 105
1 <= nums[i] <= 106
1 <= k <= 105

"
minimum-number-of-coins-for-fruits,Medium,578,81,,SUCCESS,,Wrong Answer,True,"```python
from typing import List

class Solution:
    def minimumCoins(self, prices: List[int]) -> int:
        n = len(prices)
        dp = [float('inf')] * (n + 1)
        dp[n] = 0  # base case: no cost after last fruit
        
        for i in range(n - 1, -1, -1):
            max_free = i + 1  # i is 0-based, next i fruits means up to i+1 (0-based)
            min_cost = float('inf')
            for j in range(i + 1, min(i + 1 + i + 1, n + 1)):
                if dp[j] < min_cost:
                    min_cost = dp[j]
            dp[i] = prices[i] + min_cost
        
        return dp[0]
```","You are given an 0-indexed integer array prices where prices[i] denotes the number of coins needed to purchase the (i + 1)th fruit.
The fruit market has the following reward for each fruit:

If you purchase the (i + 1)th fruit at prices[i] coins, you can get any number of the next i fruits for free.

Note that even if you can take fruit j for free, you can still purchase it for prices[j - 1] coins to receive its reward.
Return the minimum number of coins needed to acquire all the fruits.
 
Example 1:

Input: prices = [3,1,2]
Output: 4
Explanation:

Purchase the 1st fruit with prices[0] = 3 coins, you are allowed to take the 2nd fruit for free.
Purchase the 2nd fruit with prices[1] = 1 coin, you are allowed to take the 3rd fruit for free.
Take the 3rd fruit for free.

Note that even though you could take the 2nd fruit for free as a reward of buying 1st fruit, you purchase it to receive its reward, which is more optimal.

Example 2:

Input: prices = [1,10,1,1]
Output: 2
Explanation:

Purchase the 1st fruit with prices[0] = 1 coin, you are allowed to take the 2nd fruit for free.
Take the 2nd fruit for free.
Purchase the 3rd fruit for prices[2] = 1 coin, you are allowed to take the 4th fruit for free.
Take the 4th fruit for free.


Example 3:

Input: prices = [26,18,6,12,49,7,45,45]
Output: 39
Explanation:

Purchase the 1st fruit with prices[0] = 26 coin, you are allowed to take the 2nd fruit for free.
Take the 2nd fruit for free.
Purchase the 3rd fruit for prices[2] = 6 coin, you are allowed to take the 4th, 5th and 6th (the next three) fruits for free.
Take the 4th fruit for free.
Take the 5th fruit for free.
Purchase the 6th fruit with prices[5] = 7 coin, you are allowed to take the 8th and 9th fruit for free.
Take the 7th fruit for free.
Take the 8th fruit for free.

Note that even though you could take the 6th fruit for free as a reward of buying 3rd fruit, you purchase it to receive its reward, which is more optimal.

 
Constraints:

1 <= prices.length <= 1000
1 <= prices[i] <= 105

"
distribute-candies-among-children-ii,Medium,958,560,,SUCCESS,,Wrong Answer,True,"```python
class Solution:
    def distributeCandies(self, n: int, limit: int) -> int:
        def count_ways(x):
            if x < 0:
                return 0
            return (x + 2) * (x + 1) // 2
        
        total = count_ways(n)
        a = count_ways(n - (limit + 1) * 3)
        b = count_ways(n - 2 * (limit + 1)) * 3
        c = count_ways(n - 3 * (limit + 1))
        return total - a + b - c
```","You are given two positive integers n and limit.
Return the total number of ways to distribute n candies among 3 children such that no child gets more than limit candies.
 
Example 1:

Input: n = 5, limit = 2
Output: 3
Explanation: There are 3 ways to distribute 5 candies such that no child gets more than 2 candies: (1, 2, 2), (2, 1, 2) and (2, 2, 1).

Example 2:

Input: n = 3, limit = 3
Output: 10
Explanation: There are 10 ways to distribute 3 candies such that no child gets more than 3 candies: (0, 0, 3), (0, 1, 2), (0, 2, 1), (0, 3, 0), (1, 0, 2), (1, 1, 1), (1, 2, 0), (2, 0, 1), (2, 1, 0) and (3, 0, 0).

 
Constraints:

1 <= n <= 106
1 <= limit <= 106

"
separate-black-and-white-balls,Medium,581,69,,SUCCESS,,Wrong Answer,True,"```python
class Solution:
    def minimumSteps(self, s: str) -> int:
        steps = 0
        black_pos = 0  # tracks the position where the next black ball should be placed
        
        for i, char in enumerate(s):
            if char == '1':
                steps += i - black_pos
                black_pos += 1
        
        return steps
```","There are n balls on a table, each ball has a color black or white.
You are given a 0-indexed binary string s of length n, where 1 and 0 represent black and white balls, respectively.
In each step, you can choose two adjacent balls and swap them.
Return the minimum number of steps to group all the black balls to the right and all the white balls to the left.
 
Example 1:

Input: s = ""101""
Output: 1
Explanation: We can group all the black balls to the right in the following way:
- Swap s[0] and s[1], s = ""011"".
Initially, 1s are not grouped together, requiring at least 1 step to group them to the right.
Example 2:

Input: s = ""100""
Output: 2
Explanation: We can group all the black balls to the right in the following way:
- Swap s[0] and s[1], s = ""010"".
- Swap s[1] and s[2], s = ""001"".
It can be proven that the minimum number of steps needed is 2.

Example 3:

Input: s = ""0111""
Output: 0
Explanation: All the black balls are already grouped to the right.

 
Constraints:

1 <= n == s.length <= 105
s[i] is either '0' or '1'.

"
maximum-xor-product,Medium,863,227,,SUCCESS,,Wrong Answer,True,"```python
class Solution:
    def maximumXorProduct(self, a: int, b: int, n: int) -> int:
        MOD = 10**9 + 7
        x = 0
        for k in range(n-1, -1, -1):
            mask = 1 << k
            a_bit = (a & mask) != 0
            b_bit = (b & mask) != 0
            if a_bit == b_bit:
                x |= mask
            else:
                current_a = a ^ x
                current_b = b ^ x
                if (current_a < current_b) == (a_bit < b_bit):
                    x |= mask
        return ((a ^ x) * (b ^ x)) % MOD
```","Given three integers a, b, and n, return the maximum value of (a XOR x) * (b XOR x) where 0 <= x < 2n.
Since the answer may be too large, return it modulo 109 + 7.
Note that XOR is the bitwise XOR operation.
 
Example 1:

Input: a = 12, b = 5, n = 4
Output: 98
Explanation: For x = 2, (a XOR x) = 14 and (b XOR x) = 7. Hence, (a XOR x) * (b XOR x) = 98. 
It can be shown that 98 is the maximum value of (a XOR x) * (b XOR x) for all 0 <= x < 2n.

Example 2:

Input: a = 6, b = 7 , n = 5
Output: 930
Explanation: For x = 25, (a XOR x) = 31 and (b XOR x) = 30. Hence, (a XOR x) * (b XOR x) = 930.
It can be shown that 930 is the maximum value of (a XOR x) * (b XOR x) for all 0 <= x < 2n.
Example 3:

Input: a = 1, b = 6, n = 3
Output: 12
Explanation: For x = 5, (a XOR x) = 4 and (b XOR x) = 3. Hence, (a XOR x) * (b XOR x) = 12.
It can be shown that 12 is the maximum value of (a XOR x) * (b XOR x) for all 0 <= x < 2n.

 
Constraints:

0 <= a, b < 250
0 <= n <= 50

"
maximum-score-after-applying-operations-on-a-tree,Medium,821,0,,SUCCESS,,Wrong Answer,True,"```python
from typing import List

class Solution:
    def maximumScoreAfterOperations(self, edges: List[List[int]], values: List[int]) -> int:
        n = len(values)
        tree = [[] for _ in range(n)]
        for a, b in edges:
            tree[a].append(b)
            tree[b].append(a)
        
        parent = [-1] * n
        stack = [(0, False)]
        order = []
        
        while stack:
            node, visited = stack.pop()
            if visited:
                order.append(node)
                continue
            stack.append((node, True))
            for neighbor in tree[node]:
                if neighbor != parent[node]:
                    parent[neighbor] = node
                    stack.append((neighbor, False))
        
        dp_take = [0] * n  # max score if we take this node
        dp_notake = [0] * n  # max score if we don't take this node
        
        for node in order:
            if node != 0 and len(tree[node]) == 1:  # leaf node (except root)
                dp_take[node] = values[node]
                dp_notake[node] = 0
            else:
                sum_take_children = 0
                sum_notake_children = 0
                for child in tree[node]:
                    if child != parent[node]:
                        sum_take_children += dp_take[child]
                        sum_notake_children += dp_notake[child]
                dp_take[node] = values[node] + sum_take_children
                if node == 0:
                    dp_notake[node] = sum_notake_children
                else:
                    min_diff = float('inf')
                    total = 0
                    has_child = False
                    for child in tree[node]:
                        if child != parent[node]:
                            has_child = True
                            diff = dp_notake[child] - dp_take[child]
                            min_diff = min(min_diff, diff)
                            total += dp_take[child]
                    if has_child:
                        dp_notake[node] = total + min_diff
                    else:
                        dp_notake[node] = 0
        
        return max(dp_take[0], dp_notake[0])
```","There is an undirected tree with n nodes labeled from 0 to n - 1, and rooted at node 0. You are given a 2D integer array edges of length n - 1, where edges[i] = [ai, bi] indicates that there is an edge between nodes ai and bi in the tree.
You are also given a 0-indexed integer array values of length n, where values[i] is the value associated with the ith node.
You start with a score of 0. In one operation, you can:

Pick any node i.
Add values[i] to your score.
Set values[i] to 0.

A tree is healthy if the sum of values on the path from the root to any leaf node is different than zero.
Return the maximum score you can obtain after performing these operations on the tree any number of times so that it remains healthy.
 
Example 1:


Input: edges = [[0,1],[0,2],[0,3],[2,4],[4,5]], values = [5,2,5,2,1,1]
Output: 11
Explanation: We can choose nodes 1, 2, 3, 4, and 5. The value of the root is non-zero. Hence, the sum of values on the path from the root to any leaf is different than zero. Therefore, the tree is healthy and the score is values[1] + values[2] + values[3] + values[4] + values[5] = 11.
It can be shown that 11 is the maximum score obtainable after any number of operations on the tree.

Example 2:


Input: edges = [[0,1],[0,2],[1,3],[1,4],[2,5],[2,6]], values = [20,10,9,7,4,3,5]
Output: 40
Explanation: We can choose nodes 0, 2, 3, and 4.
- The sum of values on the path from 0 to 4 is equal to 10.
- The sum of values on the path from 0 to 3 is equal to 10.
- The sum of values on the path from 0 to 5 is equal to 3.
- The sum of values on the path from 0 to 6 is equal to 5.
Therefore, the tree is healthy and the score is values[0] + values[2] + values[3] + values[4] = 40.
It can be shown that 40 is the maximum score obtainable after any number of operations on the tree.

 
Constraints:

2 <= n <= 2 * 104
edges.length == n - 1
edges[i].length == 2
0 <= ai, bi < n
values.length == n
1 <= values[i] <= 109
The input is generated such that edges represents a valid tree.

"
find-indices-with-index-and-value-difference-ii,Medium,517,430,,SUCCESS,,Wrong Answer,True,"```python
from typing import List

class Solution:
    def findIndices(self, nums: List[int], indexDifference: int, valueDifference: int) -> List[int]:
        n = len(nums)
        for i in range(n):
            for j in range(max(0, i - indexDifference), min(n, i + indexDifference + 1)):
                if abs(nums[i] - nums[j]) >= valueDifference and abs(i - j) >= indexDifference:
                    return [i, j]
        return [-1, -1]
```","You are given a 0-indexed integer array nums having length n, an integer indexDifference, and an integer valueDifference.
Your task is to find two indices i and j, both in the range [0, n - 1], that satisfy the following conditions:

abs(i - j) >= indexDifference, and
abs(nums[i] - nums[j]) >= valueDifference

Return an integer array answer, where answer = [i, j] if there are two such indices, and answer = [-1, -1] otherwise. If there are multiple choices for the two indices, return any of them.
Note: i and j may be equal.
 
Example 1:

Input: nums = [5,1,4,1], indexDifference = 2, valueDifference = 4
Output: [0,3]
Explanation: In this example, i = 0 and j = 3 can be selected.
abs(0 - 3) >= 2 and abs(nums[0] - nums[3]) >= 4.
Hence, a valid answer is [0,3].
[3,0] is also a valid answer.

Example 2:

Input: nums = [2,1], indexDifference = 0, valueDifference = 0
Output: [0,0]
Explanation: In this example, i = 0 and j = 0 can be selected.
abs(0 - 0) >= 0 and abs(nums[0] - nums[0]) >= 0.
Hence, a valid answer is [0,0].
Other valid answers are [0,1], [1,0], and [1,1].

Example 3:

Input: nums = [1,2,3], indexDifference = 2, valueDifference = 4
Output: [-1,-1]
Explanation: In this example, it can be shown that it is impossible to find two indices that satisfy both conditions.
Hence, [-1,-1] is returned.
 
Constraints:

1 <= n == nums.length <= 105
0 <= nums[i] <= 109
0 <= indexDifference <= 105
0 <= valueDifference <= 109

"
minimum-size-subarray-in-infinite-array,Medium,535,383,,SUCCESS,,Wrong Answer,True,"```python
from typing import List

class Solution:
    def minSizeSubarray(self, nums: List[int], target: int) -> int:
        total_sum = sum(nums)
        n = len(nums)
        min_len = float('inf')
        
        k = target // total_sum
        remaining = target % total_sum
        
        if remaining == 0:
            return k * n
        
        candidates = [remaining]
        if k > 0:
            candidates.append(remaining + total_sum)
        
        extended_nums = nums + nums
        prefix_sum = [0] * (2 * n + 1)
        for i in range(2 * n):
            prefix_sum[i+1] = prefix_sum[i] + extended_nums[i]
        
        from collections import defaultdict
        sum_indices = defaultdict(list)
        for idx, s in enumerate(prefix_sum):
            sum_indices[s].append(idx)
        
        for candidate in candidates:
            if candidate < 0:
                continue
            for i in range(1, 2 * n + 1):
                needed = prefix_sum[i] - candidate
                if needed in sum_indices:
                    for j in sum_indices[needed]:
                        if j < i and (i - j) <= 2 * n:
                            min_len = min(min_len, i - j)
        
        if min_len == float('inf'):
            return -1
        else:
            return k * n + min_len if (remaining + total_sum) in candidates and min_len == (remaining + total_sum) else min_len
```","You are given a 0-indexed array nums and an integer target.
A 0-indexed array infinite_nums is generated by infinitely appending the elements of nums to itself.
Return the length of the shortest subarray of the array infinite_nums with a sum equal to target. If there is no such subarray return -1.
 
Example 1:

Input: nums = [1,2,3], target = 5
Output: 2
Explanation: In this example infinite_nums = [1,2,3,1,2,3,1,2,...].
The subarray in the range [1,2], has the sum equal to target = 5 and length = 2.
It can be proven that 2 is the shortest length of a subarray with sum equal to target = 5.

Example 2:

Input: nums = [1,1,1,2,3], target = 4
Output: 2
Explanation: In this example infinite_nums = [1,1,1,2,3,1,1,1,2,3,1,1,...].
The subarray in the range [4,5], has the sum equal to target = 4 and length = 2.
It can be proven that 2 is the shortest length of a subarray with sum equal to target = 4.

Example 3:

Input: nums = [2,4,6,8], target = 3
Output: -1
Explanation: In this example infinite_nums = [2,4,6,8,2,4,6,8,...].
It can be proven that there is no subarray with sum equal to target = 3.

 
Constraints:

1 <= nums.length <= 105
1 <= nums[i] <= 105
1 <= target <= 109

"
happy-students,Medium,727,0,,SUCCESS,,Wrong Answer,True,"```python
class Solution:
    def countWays(self, nums: List[int]) -> int:
        nums.sort()
        n = len(nums)
        res = 0
        
        if nums[0] > 0:
            res += 1
        
        for i in range(n):
            k = i + 1
            if k > nums[i]:
                if (i == n - 1) or (k < nums[i + 1]):
                    res += 1
        
        if n > nums[-1]:
            res += 1
        
        return res
```","You are given a 0-indexed integer array nums of length n where n is the total number of students in the class. The class teacher tries to select a group of students so that all the students remain happy.
The ith student will become happy if one of these two conditions is met:

The student is selected and the total number of selected students is strictly greater than nums[i].
The student is not selected and the total number of selected students is strictly less than nums[i].

Return the number of ways to select a group of students so that everyone remains happy.
 
Example 1:

Input: nums = [1,1]
Output: 2
Explanation: 
The two possible ways are:
The class teacher selects no student.
The class teacher selects both students to form the group. 
If the class teacher selects just one student to form a group then the both students will not be happy. Therefore, there are only two possible ways.

Example 2:

Input: nums = [6,0,3,3,6,7,2,7]
Output: 3
Explanation: 
The three possible ways are:
The class teacher selects the student with index = 1 to form the group.
The class teacher selects the students with index = 1, 2, 3, 6 to form the group.
The class teacher selects all the students to form the group.

 
Constraints:

1 <= nums.length <= 105
0 <= nums[i] < nums.length

"
apply-operations-to-make-two-strings-equal,Medium,729,425,,SUCCESS,,Wrong Answer,True,"```python
class Solution:
    def minOperations(self, s1: str, s2: str, x: int) -> int:
        n = len(s1)
        diff_indices = [i for i in range(n) if s1[i] != s2[i]]
        m = len(diff_indices)
        if m % 2 != 0:
            return -1
        
        if m == 0:
            return 0
        
        dp = [float('inf')] * (m + 1)
        dp[0] = 0
        for i in range(1, m + 1):
            if i % 2 == 0:
                dp[i] = dp[i - 1]  # skip, handled by previous
            else:
                if i >= 1:
                    cost = diff_indices[i-1] - diff_indices[i-2]
                    dp[i] = min(dp[i], dp[i-2] + cost)
                dp[i] = min(dp[i], dp[i-1] + x / 2)  # x is total for pair, so x/2 per element
        
        return int(dp[m]) if dp[m] != float('inf') else -1
```","You are given two 0-indexed binary strings s1 and s2, both of length n, and a positive integer x.
You can perform any of the following operations on the string s1 any number of times:

Choose two indices i and j, and flip both s1[i] and s1[j]. The cost of this operation is x.
Choose an index i such that i < n - 1 and flip both s1[i] and s1[i + 1]. The cost of this operation is 1.

Return the minimum cost needed to make the strings s1 and s2 equal, or return -1 if it is impossible.
Note that flipping a character means changing it from 0 to 1 or vice-versa.
 
Example 1:

Input: s1 = ""1100011000"", s2 = ""0101001010"", x = 2
Output: 4
Explanation: We can do the following operations:
- Choose i = 3 and apply the second operation. The resulting string is s1 = ""1101111000"".
- Choose i = 4 and apply the second operation. The resulting string is s1 = ""1101001000"".
- Choose i = 0 and j = 8 and apply the first operation. The resulting string is s1 = ""0101001010"" = s2.
The total cost is 1 + 1 + 2 = 4. It can be shown that it is the minimum cost possible.

Example 2:

Input: s1 = ""10110"", s2 = ""00011"", x = 4
Output: -1
Explanation: It is not possible to make the two strings equal.

 
Constraints:

n == s1.length == s2.length
1 <= n, x <= 500
s1 and s2 consist only of the characters '0' and '1'.

"
construct-product-matrix,Medium,1566,160,,SUCCESS,,Wrong Answer,True,"```python
from typing import List

class Solution:
    def constructProductMatrix(self, grid: List[List[int]]) -> List[List[int]]:
        n = len(grid)
        m = len(grid[0]) if n > 0 else 0
        MOD = 12345
        
        total_product = 1
        zero_count = 0
        
        for row in grid:
            for num in row:
                if num == 0:
                    zero_count += 1
                else:
                    total_product = (total_product * num) % MOD
        
        result = [[0 for _ in range(m)] for _ in range(n)]
        
        for i in range(n):
            for j in range(m):
                if zero_count == 0:
                    val = grid[i][j]
                    if val != 0:
                        product = (total_product * pow(val, MOD - 2, MOD)) % MOD
                    else:
                        product = 0  # shouldn't happen as zero_count is 0
                elif zero_count == 1:
                    if grid[i][j] == 0:
                        product = total_product
                    else:
                        product = 0
                else:
                    product = 0
                result[i][j] = product
        
        return result
```","Given a 0-indexed 2D integer matrix grid of size n * m, we define a 0-indexed 2D matrix p of size n * m as the product matrix of grid if the following condition is met:

Each element p[i][j] is calculated as the product of all elements in grid except for the element grid[i][j]. This product is then taken modulo 12345.

Return the product matrix of grid.
 
Example 1:

Input: grid = [[1,2],[3,4]]
Output: [[24,12],[8,6]]
Explanation: p[0][0] = grid[0][1] * grid[1][0] * grid[1][1] = 2 * 3 * 4 = 24
p[0][1] = grid[0][0] * grid[1][0] * grid[1][1] = 1 * 3 * 4 = 12
p[1][0] = grid[0][0] * grid[0][1] * grid[1][1] = 1 * 2 * 4 = 8
p[1][1] = grid[0][0] * grid[0][1] * grid[1][0] = 1 * 2 * 3 = 6
So the answer is [[24,12],[8,6]].
Example 2:

Input: grid = [[12345],[2],[1]]
Output: [[2],[0],[0]]
Explanation: p[0][0] = grid[0][1] * grid[0][2] = 2 * 1 = 2.
p[0][1] = grid[0][0] * grid[0][2] = 12345 * 1 = 12345. 12345 % 12345 = 0. So p[0][1] = 0.
p[0][2] = grid[0][0] * grid[0][1] = 12345 * 2 = 24690. 24690 % 12345 = 0. So p[0][2] = 0.
So the answer is [[2],[0],[0]].
 
Constraints:

1 <= n == grid.length <= 105
1 <= m == grid[i].length <= 105
2 <= n * m <= 105
1 <= grid[i][j] <= 109

"
