slug,runtime_percentile_analysis,result_analysis,total_testcases_fixed,total_correct_fixed,runtime_percentile_fixed,state_fixed,status_msg_fixed,memory_percentile_fixed,processed_fixed,difficulty,runtime_percentile,status_msg,Accepted
put-marbles-in-bags,81.2801,Accepted,103.0,103.0,87.1848,SUCCESS,89.748,Accepted,True,Hard,76.58,35.1,Accepted
sum-of-scores-of-built-strings,35.2936,Accepted,150.0,150.0,73.6109,SUCCESS,52.7778,Accepted,True,Hard,76.6234,93.5065,Accepted
minimum-operations-to-maximize-last-elements-in-arrays,,Wrong Answer,,,64.13,SUCCESS,83.7,Accepted,True,Medium,77.08,59.38,Accepted
minimum-cost-to-split-an-array,91.7651,Accepted,59.0,59.0,75.0002,SUCCESS,64.7959,Accepted,True,Hard,77.2711,84.3433,Accepted
count-pairs-of-points-with-distance-k,85.7144,Accepted,1007.0,1007.0,76.3156,SUCCESS,71.0525,Accepted,True,Medium,77.273,59.0908,Accepted
minimum-number-of-operations-to-make-array-continuous,92.16,Accepted,,,82.82,SUCCESS,77.53,Accepted,True,Hard,77.29,16.16,Accepted
sum-of-digit-differences-of-all-pairs,46.7638,Accepted,643.0,643.0,75.9129,SUCCESS,15.3286,Accepted,True,Medium,77.6,16.8,Accepted
minimum-number-of-changes-to-make-binary-string-beautiful,42.41,Accepted,,,81.2,SUCCESS,13.03,Accepted,True,Medium,77.8062,64.5408,Accepted
gcd-sort-of-an-array,94.62,Accepted,,,86.21,SUCCESS,32.76,Accepted,True,Hard,77.9663,77.9663,Accepted
longest-substring-of-one-repeating-character,73.4375,Accepted,57.0,57.0,76.3156,SUCCESS,42.1049,Accepted,True,Hard,78.049,36.5858,Accepted
maximum-points-inside-the-square,87.4076,Accepted,576.0,534.0,,SUCCESS,,Wrong Answer,True,Medium,78.2253,66.9355,Accepted
count-vowel-strings-in-ranges,94.947,Accepted,94.0,94.0,67.0329,SUCCESS,33.5164,Accepted,True,Medium,78.3295,76.5238,Accepted
find-the-divisibility-array-of-a-string,59.9055,Accepted,51.0,51.0,77.2018,SUCCESS,84.9742,Accepted,True,Medium,78.4921,84.0782,Accepted
minimum-cost-to-change-the-final-value-of-expression,84.0,Accepted,70.0,70.0,85.7144,SUCCESS,85.7143,Accepted,True,Hard,78.5716,96.4286,Accepted
apply-operations-on-array-to-maximize-sum-of-squares,51.1624,Accepted,918.0,918.0,56.25,SUCCESS,53.125,Accepted,True,Hard,78.7879,87.8788,Accepted
count-pairs-of-nodes,46.1532,Accepted,63.0,63.0,35.0872,SUCCESS,28.0701,Accepted,True,Hard,78.9472,64.9122,Accepted
maximum-total-damage-with-spell-casting,5.0,Accepted,554.0,554.0,5.0492,SUCCESS,93.0845,Accepted,True,Medium,78.966,77.5861,Accepted
find-the-minimum-area-to-cover-all-ones-i,74.684,Accepted,712.0,712.0,93.8928,SUCCESS,25.1908,Accepted,True,Medium,78.9865,36.9564,Accepted
find-the-losers-of-the-circular-game,74.4565,Accepted,1277.0,1277.0,74.0,SUCCESS,48.0,Accepted,True,Easy,79.0,48.0,Accepted
ways-to-express-an-integer-as-sum-of-powers,82.8,Accepted,1502.0,1502.0,72.6414,SUCCESS,96.2264,Accepted,True,Medium,79.0246,82.9269,Accepted
minimize-length-of-array-using-operations,44.8277,Accepted,523.0,523.0,49.275,SUCCESS,66.6666,Accepted,True,Medium,79.4116,67.647,Accepted
points-that-intersect-with-cars,83.7712,Accepted,807.0,807.0,100.0,SUCCESS,23.7823,Accepted,True,Easy,79.513,66.3324,Accepted
minimum-number-of-operations-to-make-arrays-similar,59.0247,Accepted,32.0,32.0,98.9474,SUCCESS,67.8948,Accepted,True,Hard,79.5701,58.6022,Accepted
find-longest-special-substring-that-occurs-thrice-ii,,Wrong Answer,906.0,237.0,,SUCCESS,,Wrong Answer,True,Medium,79.9061,33.6443,Accepted
count-all-possible-routes,,Wrong Answer,109.0,109.0,83.1939,SUCCESS,94.1177,Accepted,True,Hard,80.0007,88.3334,Accepted
count-operations-to-obtain-zero,100.0,Accepted,161.0,161.0,100.0,SUCCESS,36.1402,Accepted,True,Easy,80.1642,15.7276,Accepted
divide-players-into-teams-of-equal-skill,88.1702,Accepted,89.0,89.0,80.4475,SUCCESS,70.5536,Accepted,True,Medium,80.1652,13.6954,Accepted
number-of-subarrays-with-gcd-equal-to-k,78.613,Accepted,87.0,87.0,61.3206,SUCCESS,37.7358,Accepted,True,Medium,80.3799,56.9619,Accepted
maximum-elegance-of-a-k-length-subsequence,66.6662,Accepted,2729.0,2729.0,71.4288,SUCCESS,40.8164,Accepted,True,Hard,80.392,39.2156,Accepted
number-of-ways-to-reconstruct-a-tree,91.4286,Accepted,81.0,59.0,,SUCCESS,,Wrong Answer,True,Hard,80.769,84.6153,Accepted
sort-the-people,80.0758,Accepted,68.0,68.0,81.25,SUCCESS,9.4042,Accepted,True,Easy,80.96,75.21,Accepted
maximum-number-of-k-divisible-components,37.9998,Accepted,736.0,736.0,42.8571,SUCCESS,100.0,Accepted,True,Hard,80.9885,26.2356,Accepted
minimum-number-of-coins-to-be-added,92.9078,Accepted,628.0,628.0,52.1738,SUCCESS,38.2608,Accepted,True,Medium,80.9918,71.0744,Accepted
minimum-time-to-repair-cars,82.9341,Accepted,1072.0,1072.0,77.0441,SUCCESS,21.9888,Accepted,True,Medium,81.1238,82.251,Accepted
find-common-elements-between-two-arrays,60.4755,Accepted,1208.0,1208.0,93.5673,SUCCESS,51.8128,Accepted,True,Easy,81.1696,83.6257,Accepted
minimum-cost-to-cut-a-stick,98.58,Accepted,,,96.22,SUCCESS,72.72,Accepted,True,Hard,81.27,62.99,Accepted
maximum-sum-of-an-hourglass,73.5931,Accepted,41.0,41.0,95.0,SUCCESS,51.875,Accepted,True,Medium,81.3665,20.4969,Accepted
maximum-path-quality-of-a-graph,86.6386,Accepted,62.0,62.0,85.3742,SUCCESS,32.4112,Accepted,True,Hard,81.4389,54.1666,Accepted
naming-a-company,89.9224,Accepted,89.0,89.0,66.3159,SUCCESS,31.5789,Accepted,True,Hard,81.4434,36.0823,Accepted
cherry-pickup-ii,91.2649,Accepted,59.0,59.0,93.4393,SUCCESS,96.5626,Accepted,True,Hard,81.5256,75.5726,Accepted
number-of-distinct-roll-sequences,91.0,Accepted,,,89.02,SUCCESS,87.8,Accepted,True,Hard,81.71,63.41,Accepted
number-of-rectangles-that-can-form-the-largest-square,67.04,Accepted,,,85.59,SUCCESS,63.96,Accepted,True,Easy,81.7911,97.3134,Accepted
length-of-longest-subarray-with-at-most-k-frequency,98.1688,Accepted,993.0,823.0,,SUCCESS,,Wrong Answer,True,Medium,81.9885,71.5566,Accepted
make-string-a-subsequence-using-cyclic-increments,61.1401,Accepted,1128.0,1128.0,55.8146,SUCCESS,39.5349,Accepted,True,Medium,82.1586,74.8898,Accepted
maximum-building-height,39.0249,Accepted,50.0,50.0,60.4648,SUCCESS,100.0,Accepted,True,Hard,82.2224,91.1111,Accepted
number-of-unique-good-subsequences,79.4116,Accepted,69.0,69.0,95.0,SUCCESS,65.0,Accepted,True,Hard,82.2786,62.0253,Accepted
total-appeal-of-a-string,66.8536,Accepted,77.0,77.0,72.4372,SUCCESS,20.7289,Accepted,True,Hard,82.38,21.5104,Accepted
continuous-subarrays,82.9921,Accepted,2139.0,2139.0,78.8167,SUCCESS,25.6491,Accepted,True,Medium,82.5464,64.5791,Accepted
minimum-score-of-a-path-between-two-cities,83.5155,Accepted,43.0,43.0,85.7141,SUCCESS,76.4517,Accepted,True,Medium,82.7734,75.7659,Accepted
maximum-genetic-difference-query,80.0,Accepted,59.0,59.0,74.2416,SUCCESS,100.0,Accepted,True,Hard,82.927,92.683,Accepted
closest-subsequence-sum,93.4886,Accepted,74.0,74.0,93.3736,SUCCESS,32.5305,Accepted,True,Hard,83.116,53.2458,Accepted
minimum-operations-to-make-median-of-array-equal-to-k,100.0,Accepted,723.0,723.0,98.4211,SUCCESS,32.1053,Accepted,True,Medium,83.1521,30.9779,Accepted
number-of-great-partitions,85.9874,Accepted,46.0,46.0,92.0001,SUCCESS,62.6667,Accepted,True,Hard,83.3335,96.6667,Accepted
maximize-score-after-n-operations,,Wrong Answer,77.0,77.0,93.3329,SUCCESS,46.6661,Accepted,True,Hard,83.4426,41.0588,Accepted
take-gifts-from-the-richest-pile,82.5921,Accepted,103.0,103.0,43.25,SUCCESS,47.4088,Accepted,True,Easy,83.4441,10.1728,Accepted
check-if-digits-are-equal-in-string-after-operations-i,75.657,Accepted,706.0,706.0,94.832,SUCCESS,76.2619,Accepted,True,Easy,83.7814,28.8077,Accepted
number-of-subarrays-with-lcm-equal-to-k,90.6045,Accepted,102.0,102.0,92.5621,SUCCESS,71.0743,Accepted,True,Medium,83.8707,29.0323,Accepted
minimum-operations-to-make-all-array-elements-equal,58.1826,Accepted,31.0,31.0,88.4764,SUCCESS,24.5359,Accepted,True,Medium,83.9691,29.7707,Accepted
double-a-number-represented-as-a-linked-list,64.9689,Accepted,1265.0,126.0,,SUCCESS,,Wrong Answer,True,Medium,84.0105,41.8782,Accepted
maximum-number-of-points-from-grid-queries,85.8061,Accepted,22.0,22.0,81.5832,SUCCESS,85.0826,Accepted,True,Hard,84.1169,75.839,Accepted
minimum-possible-integer-after-at-most-k-adjacent-swaps-on-digits,,Wrong Answer,50.0,50.0,85.294,SUCCESS,14.7056,Accepted,True,Hard,84.2104,21.0524,Accepted
maximum-score-from-performing-multiplication-operations,97.6564,Accepted,59.0,59.0,97.616,SUCCESS,94.8749,Accepted,True,Hard,84.44,84.44,Accepted
number-of-possible-sets-of-closing-branches,42.57,Wrong Answer,533.0,455.0,,SUCCESS,,Wrong Answer,True,Hard,84.4829,77.5862,Accepted
find-the-original-array-of-prefix-xor,49.7696,Accepted,46.0,46.0,18.0142,SUCCESS,13.475,Accepted,True,Medium,84.6045,65.4645,Accepted
find-beautiful-indices-in-the-given-array-i,60.625,Accepted,535.0,535.0,62.1042,SUCCESS,67.0673,Accepted,True,Medium,84.6388,66.717,Accepted
shortest-uncommon-substring-in-an-array,65.7899,Accepted,631.0,631.0,69.779,SUCCESS,69.6703,Accepted,True,Medium,84.7403,96.6474,Accepted
count-ways-to-make-array-with-product,77.0264,Accepted,67.0,67.0,78.807,SUCCESS,35.0989,Accepted,True,Hard,84.7677,48.3443,Accepted
find-the-number-of-distinct-colors-among-the-balls,99.0087,Accepted,551.0,551.0,97.8517,SUCCESS,58.9846,Accepted,True,Medium,85.0204,58.0974,Accepted
separate-the-digits-in-an-array,27.0317,Accepted,52.0,52.0,85.4578,SUCCESS,80.6104,Accepted,True,Easy,85.0364,52.5546,Accepted
next-greater-element-iv,32.2,Accepted,,,42.93,SUCCESS,52.88,Accepted,True,Hard,85.1283,63.59,Accepted
maximum-number-of-integers-to-choose-from-a-range-i,63.1576,Accepted,208.0,208.0,99.5695,SUCCESS,5.3083,Accepted,True,Medium,85.3551,5.0296,Accepted
number-of-different-subsequences-gcds,77.272,Accepted,39.0,39.0,40.9098,SUCCESS,11.3639,Accepted,True,Hard,85.4169,79.1668,Accepted
length-of-the-longest-alphabetical-continuous-substring,74.0724,Accepted,123.0,123.0,68.5827,SUCCESS,67.0498,Accepted,True,Medium,85.4613,27.305,Accepted
count-number-of-possible-root-nodes,79.7617,Accepted,51.0,51.0,84.9551,SUCCESS,84.9554,Accepted,True,Hard,85.8401,83.1854,Accepted
maximum-star-sum-of-a-graph,90.6432,Accepted,25.0,25.0,94.7137,SUCCESS,97.7973,Accepted,True,Medium,85.849,51.4149,Accepted
make-costs-of-paths-equal-in-a-binary-tree,82.6084,Accepted,1565.0,1565.0,88.889,SUCCESS,92.5926,Accepted,True,Medium,85.9423,76.6772,Accepted
taking-maximum-energy-from-the-mystic-dungeon,80.158,Accepted,533.0,533.0,83.4717,SUCCESS,66.1158,Accepted,True,Medium,86.2897,48.3869,Accepted
minimum-cost-to-convert-string-i,94.91,Accepted,581.0,581.0,95.9563,SUCCESS,91.5442,Accepted,True,Medium,86.46,56.6,Accepted
house-robber-iv,87.525,Accepted,64.0,64.0,77.1829,SUCCESS,94.3117,Accepted,True,Medium,86.512,77.082,Accepted
minimum-number-of-increments-on-subarrays-to-form-a-target-array,93.1696,Accepted,129.0,129.0,54.1996,SUCCESS,31.5371,Accepted,True,Hard,86.6346,31.4009,Accepted
reverse-odd-levels-of-binary-tree,33.761,Accepted,57.0,57.0,35.6109,SUCCESS,10.7717,Accepted,True,Medium,86.8746,55.0451,Accepted
find-the-k-or-of-an-array,60.5266,Accepted,951.0,951.0,84.4262,SUCCESS,23.7705,Accepted,True,Easy,86.8851,91.3934,Accepted
minimum-changes-to-make-alternating-binary-string,60.5261,Accepted,89.0,89.0,36.4654,SUCCESS,63.7585,Accepted,True,Easy,87.0564,62.4217,Accepted
maximum-or,89.7058,Accepted,1215.0,1215.0,92.5,SUCCESS,11.25,Accepted,True,Medium,87.0588,11.7647,Accepted
collect-coins-in-a-tree,87.2215,Accepted,4986.0,4986.0,92.7272,SUCCESS,97.2727,Accepted,True,Hard,87.1562,93.578,Accepted
checking-existence-of-edge-length-limited-paths,94.16,Accepted,,,94.59,SUCCESS,17.57,Accepted,True,Hard,87.33,30.0,Accepted
count-visited-nodes-in-a-directed-graph,91.045,Accepted,941.0,941.0,86.7924,SUCCESS,92.4528,Accepted,True,Hard,87.5001,87.5001,Accepted
find-the-maximum-sum-of-node-values,61.6477,Accepted,718.0,718.0,94.9127,SUCCESS,56.0109,Accepted,True,Hard,87.5954,62.6944,Accepted
disconnect-path-in-a-binary-matrix-by-at-most-one-flip,100.0,Accepted,55.0,19.0,,SUCCESS,,Wrong Answer,True,Medium,87.8049,81.301,Accepted
sort-matrix-by-diagonals,91.67,Accepted,1306.0,1306.0,65.5659,SUCCESS,6.6038,Accepted,True,Medium,87.8307,99.4709,Accepted
find-a-safe-walk-through-a-grid,90.0,Accepted,,,92.4,SUCCESS,84.49,Accepted,True,Medium,87.85,72.59,Accepted
count-pairs-with-xor-in-a-range,85.94,Accepted,,,91.43,SUCCESS,74.29,Accepted,True,Hard,87.88,69.7,Accepted
find-a-value-of-a-mysterious-function-closest-to-target,86.2744,Accepted,43.0,43.0,94.6429,SUCCESS,30.3571,Accepted,True,Hard,87.93,75.86,Accepted
number-of-beautiful-pairs,80.1238,Accepted,3005.0,3005.0,95.513,SUCCESS,87.5,Accepted,True,Easy,88.4619,10.8974,Accepted
minimum-time-to-finish-the-race,,Wrong Answer,58.0,58.0,89.3084,SUCCESS,62.8931,Accepted,True,Hard,88.5253,87.4318,Accepted
number-of-ways-to-paint-n-3-grid,74.0195,Accepted,50.0,50.0,92.5532,SUCCESS,58.085,Accepted,True,Hard,88.5351,59.0235,Accepted
minimum-operations-to-make-a-subsequence,30.7693,Accepted,82.0,82.0,34.9207,SUCCESS,47.6191,Accepted,True,Hard,89.0625,35.9375,Accepted
smallest-k-length-subsequence-with-occurrences-of-a-letter,86.2744,Accepted,152.0,152.0,91.0715,SUCCESS,32.1428,Accepted,True,Hard,89.2858,73.2142,Accepted
minimum-cost-to-make-array-equal,,Wrong Answer,48.0,48.0,77.211,SUCCESS,26.8712,Accepted,True,Hard,89.3835,64.041,Accepted
optimal-partition-of-string,32.5888,Accepted,62.0,62.0,25.5233,SUCCESS,85.6561,Accepted,True,Medium,89.4223,84.9628,Accepted
largest-odd-number-in-string,47.53,Accepted,,,89.86,SUCCESS,6.59,Accepted,True,Easy,89.63,20.55,Accepted
count-of-matches-in-tournament,93.0781,Accepted,200.0,200.0,75.8445,SUCCESS,92.0608,Accepted,True,Easy,89.6698,29.5512,Accepted
minimum-xor-sum-of-two-arrays,82.4426,Accepted,64.0,64.0,93.9393,SUCCESS,83.3333,Accepted,True,Hard,89.9999,87.1428,Accepted
latest-time-you-can-obtain-after-replacing-characters,99.1416,Accepted,908.0,908.0,94.568,SUCCESS,96.5433,Accepted,True,Easy,90.1236,35.3087,Accepted
maximum-total-reward-using-operations-i,88.3108,Accepted,586.0,0.0,,SUCCESS,,Runtime Error,True,Medium,90.1513,84.8484,Accepted
apply-operations-to-make-all-array-elements-equal-to-zero,93.6843,Accepted,1029.0,658.0,,SUCCESS,,Wrong Answer,True,Medium,90.3028,92.1212,Accepted
append-characters-to-string-to-make-subsequence,97.7778,Accepted,86.0,86.0,95.7023,SUCCESS,65.5411,Accepted,True,Medium,90.3382,20.2899,Accepted
distinct-prime-factors-of-product-of-array,75.7697,Accepted,81.0,81.0,83.8134,SUCCESS,90.6475,Accepted,True,Medium,90.345,90.3448,Accepted
lexicographically-smallest-palindrome,37.5001,Accepted,4519.0,4519.0,58.0414,SUCCESS,48.951,Accepted,True,Easy,90.5097,49.0334,Accepted
count-the-number-of-houses-at-a-certain-distance-i,89.7262,Accepted,880.0,880.0,96.46,SUCCESS,76.1062,Accepted,True,Medium,90.5512,36.2206,Accepted
minimum-score-by-changing-two-elements,55.4347,Accepted,70.0,70.0,42.2222,SUCCESS,27.7778,Accepted,True,Medium,90.5882,25.8822,Accepted
properties-graph,5.0256,Accepted,668.0,390.0,,SUCCESS,,Wrong Answer,True,Medium,90.676,73.3119,Accepted
prime-pairs-with-target-sum,89.819,Accepted,554.0,554.0,94.0682,SUCCESS,5.509,Accepted,True,Medium,90.6784,5.0851,Accepted
restore-the-array,84.0702,Accepted,86.0,86.0,77.0486,SUCCESS,81.1475,Accepted,True,Hard,90.8337,65.8335,Accepted
find-the-value-of-the-partition,100.0,Accepted,806.0,806.0,86.875,SUCCESS,61.875,Accepted,True,Medium,90.9089,26.6233,Accepted
smallest-missing-genetic-value-in-each-subtree,89.5834,Accepted,68.0,68.0,95.6522,SUCCESS,86.9566,Accepted,True,Hard,90.9091,86.3637,Accepted
count-prefix-and-suffix-pairs-i,99.3933,Accepted,594.0,594.0,58.363,SUCCESS,15.4342,Accepted,True,Easy,90.9546,39.1959,Accepted
minimum-absolute-difference-between-elements-with-constraint,92.088,Accepted,,,91.81,SUCCESS,65.48,Accepted,True,Medium,91.1,64.06,Accepted
number-of-ways-to-wear-different-hats-to-each-other,96.9388,Accepted,65.0,65.0,96.3415,SUCCESS,91.4635,Accepted,True,Hard,91.2088,97.8022,Accepted
minimum-common-value,88.5013,Accepted,41.0,41.0,88.176,SUCCESS,75.4354,Accepted,True,Easy,91.2305,29.0633,Accepted
maximum-xor-with-an-element-from-array,92.7761,Accepted,67.0,67.0,89.035,SUCCESS,43.8593,Accepted,True,Hard,91.3266,40.3065,Accepted
longest-cycle-in-a-graph,97.5712,Accepted,81.0,81.0,99.7743,SUCCESS,91.8736,Accepted,True,Hard,91.3719,76.3279,Accepted
minimum-white-tiles-after-covering-with-carpets,,Wrong Answer,2706.0,70.0,,SUCCESS,,Wrong Answer,True,Hard,91.5792,71.5789,Accepted
count-the-number-of-consistent-strings,52.6815,Accepted,74.0,74.0,55.9195,SUCCESS,19.1396,Accepted,True,Easy,91.6206,98.6167,Accepted
widest-vertical-area-between-two-points-containing-no-points,66.0798,Accepted,55.0,55.0,82.2804,SUCCESS,9.245,Accepted,True,Easy,91.6541,44.7649,Accepted
maximum-score-of-a-node-sequence,95.2756,Accepted,75.0,75.0,94.0296,SUCCESS,32.8354,Accepted,True,Hard,91.9117,30.1466,Accepted
find-subarray-with-bitwise-or-closest-to-k,84.7827,Accepted,814.0,814.0,93.75,SUCCESS,45.3125,Accepted,True,Hard,91.9355,88.7097,Accepted
maximum-units-on-a-truck,79.4883,Accepted,77.0,77.0,66.4446,SUCCESS,11.0519,Accepted,True,Easy,92.0565,96.4696,Accepted
subarrays-distinct-element-sum-of-squares-i,98.4064,Accepted,707.0,707.0,92.0753,SUCCESS,64.5283,Accepted,True,Easy,92.0753,46.4151,Accepted
first-completely-painted-row-or-column,59.2789,Accepted,1058.0,1058.0,87.8785,SUCCESS,62.8098,Accepted,True,Medium,92.248,47.0282,Accepted
stamping-the-grid,96.6102,Accepted,77.0,77.0,93.976,SUCCESS,14.4589,Accepted,True,Hard,92.4052,32.9123,Accepted
find-if-path-exists-in-graph,94.9563,Accepted,34.0,34.0,92.6355,SUCCESS,97.4195,Accepted,True,Easy,92.6915,94.3255,Accepted
sum-of-distances,98.2379,Accepted,1068.0,1068.0,94.5784,SUCCESS,57.8317,Accepted,True,Medium,92.8144,47.3056,Accepted
find-missing-and-repeated-values,68.2905,Accepted,584.0,584.0,83.1553,SUCCESS,85.6615,Accepted,True,Easy,92.8924,85.6615,Accepted
kth-largest-sum-in-a-binary-tree,73.3336,Accepted,51.0,51.0,58.8057,SUCCESS,41.6541,Accepted,True,Medium,92.9121,43.1433,Accepted
decremental-string-concatenation,98.7013,Accepted,1332.0,1332.0,95.8333,SUCCESS,90.2777,Accepted,True,Medium,93.0555,94.4444,Accepted
count-alternating-subarrays,79.7417,Accepted,789.0,789.0,88.6363,SUCCESS,70.0757,Accepted,True,Medium,93.0771,31.923,Accepted
find-the-prefix-common-array-of-two-arrays,76.2811,Accepted,1773.0,1773.0,93.0435,SUCCESS,21.8261,Accepted,True,Medium,93.1298,22.3071,Accepted
delete-duplicate-folders-in-system,97.2222,Accepted,108.0,108.0,45.3609,SUCCESS,64.9482,Accepted,True,Hard,93.2584,58.4268,Accepted
number-of-flowers-in-full-bloom,84.8941,Accepted,53.0,53.0,93.2111,SUCCESS,77.0862,Accepted,True,Hard,93.4153,78.5603,Accepted
maximum-number-of-jumps-to-reach-the-last-index,93.6508,Accepted,2639.0,2639.0,95.9183,SUCCESS,36.0544,Accepted,True,Medium,93.464,50.9804,Accepted
closest-room,92.31,Accepted,,,100.0,SUCCESS,57.78,Accepted,True,Hard,93.4783,58.6957,Accepted
delete-greatest-value-in-each-row,90.3141,Accepted,55.0,55.0,74.5391,SUCCESS,96.3134,Accepted,True,Easy,93.9464,82.0722,Accepted
number-of-pairs-satisfying-inequality,65.4409,Accepted,61.0,61.0,69.6331,SUCCESS,73.2984,Accepted,True,Hard,93.9999,92.6667,Accepted
report-spam-message,70.9762,Accepted,526.0,526.0,76.7543,SUCCESS,42.1051,Accepted,True,Medium,94.0169,71.7944,Accepted
minimum-operations-to-make-array-equal-ii,83.5052,Accepted,68.0,68.0,77.1739,SUCCESS,75.0,Accepted,True,Medium,94.3182,95.4545,Accepted
count-of-integers,44.34,Accepted,,,,SUCCESS,,Wrong Answer,True,Hard,94.74,5.15,Accepted
length-of-the-longest-subsequence-that-sums-to-target,95.9397,Accepted,941.0,941.0,90.4747,SUCCESS,61.0388,Accepted,True,Medium,94.8121,89.8585,Accepted
longest-path-with-different-adjacent-characters,97.7428,Accepted,142.0,142.0,75.1299,SUCCESS,89.7902,Accepted,True,Hard,94.898,86.2246,Accepted
reschedule-meetings-for-maximum-free-time-i,96.4632,Accepted,689.0,689.0,89.5271,SUCCESS,30.4054,Accepted,True,Medium,95.0179,75.8007,Accepted
maximize-palindrome-length-from-subsequences,93.9392,Accepted,109.0,109.0,100.0,SUCCESS,100.0,Accepted,True,Hard,95.0821,52.4594,Accepted
get-the-maximum-score,66.4976,Accepted,82.0,82.0,96.1037,SUCCESS,81.1687,Accepted,True,Hard,95.2381,38.0951,Accepted
count-subarrays-with-fixed-bounds,98.93,Accepted,,,94.19,SUCCESS,18.53,Accepted,True,Hard,95.54,46.48,Accepted
count-subarrays-with-median-k,93.9191,Accepted,45.0,45.0,97.268,SUCCESS,54.0986,Accepted,True,Hard,95.8113,46.5967,Accepted
max-pair-sum-in-an-array,90.625,Accepted,3008.0,3008.0,91.9538,SUCCESS,58.6206,Accepted,True,Easy,95.9768,35.9195,Accepted
minimum-number-of-flips-to-make-binary-grid-palindromic-i,92.126,Accepted,625.0,625.0,99.2366,SUCCESS,83.9694,Accepted,True,Medium,96.0,19.2,Accepted
largest-local-values-in-a-matrix,68.1565,Accepted,50.0,50.0,71.7372,SUCCESS,57.2129,Accepted,True,Easy,96.2247,85.2856,Accepted
unique-3-digit-even-numbers,95.8384,Accepted,930.0,930.0,95.0211,SUCCESS,81.0127,Accepted,True,Easy,96.3744,98.3279,Accepted
maximum-number-of-visible-points,95.1034,Accepted,119.0,119.0,93.7343,SUCCESS,58.3132,Accepted,True,Hard,96.3852,57.1083,Accepted
earliest-possible-day-of-full-bloom,98.6548,Accepted,185.0,185.0,96.4707,SUCCESS,69.4119,Accepted,True,Hard,96.3856,72.8917,Accepted
find-the-width-of-columns-of-a-grid,,Wrong Answer,50.0,50.0,77.9411,SUCCESS,42.8571,Accepted,True,Easy,96.4584,69.7918,Accepted
minimum-number-of-groups-to-create-a-valid-assignment,93.3334,Accepted,631.0,608.0,,SUCCESS,,Wrong Answer,True,Medium,96.4912,54.3859,Accepted
find-polygon-with-the-largest-perimeter,73.24,Accepted,980.0,980.0,30.8062,SUCCESS,99.0522,Accepted,True,Medium,97.69,84.72,Accepted
painting-the-walls,99.33,Accepted,,,99.05,SUCCESS,95.06,Accepted,True,Hard,97.73,71.94,Accepted
maximum-number-of-fish-in-a-grid,88.081,Accepted,3842.0,3842.0,91.1166,SUCCESS,60.7442,Accepted,True,Medium,97.7488,60.6635,Accepted
form-largest-integer-with-digits-that-add-up-to-target,96.5909,Accepted,96.0,96.0,97.8724,SUCCESS,93.6171,Accepted,True,Hard,97.9592,92.8572,Accepted
minimum-cost-walk-in-weighted-graph,91.6077,Accepted,549.0,549.0,98.4186,SUCCESS,45.167,Accepted,True,Hard,98.039,46.6231,Accepted
merge-bsts-to-create-single-bst,37.1779,Accepted,475.0,475.0,37.037,SUCCESS,94.7089,Accepted,True,Hard,98.1308,82.2429,Accepted
minimum-sum-of-mountain-triplets-ii,99.01,Accepted,,,99.13,SUCCESS,51.09,Accepted,True,Medium,98.34,74.59,Accepted
minimum-impossible-or,57.7237,Accepted,73.0,73.0,46.0175,SUCCESS,49.5574,Accepted,True,Medium,98.374,12.1953,Accepted
find-the-distinct-difference-array,42.6569,Accepted,4512.0,4512.0,98.4848,SUCCESS,90.3031,Accepted,True,Easy,98.3819,89.9677,Accepted
rearrange-k-substrings-to-form-target-string,56.7568,Accepted,771.0,771.0,98.6937,SUCCESS,96.2354,Accepted,True,Medium,98.434,9.8984,Accepted
maximum-height-of-a-triangle,70.8331,Accepted,857.0,857.0,55.1547,SUCCESS,56.701,Accepted,True,Easy,98.4536,82.4742,Accepted
parallel-courses-iii,97.2438,Accepted,42.0,42.0,99.6752,SUCCESS,92.776,Accepted,True,Hard,98.5469,93.8461,Accepted
maximum-points-tourist-can-earn,,Runtime Error,545.0,2.0,,SUCCESS,,Runtime Error,True,Medium,98.6014,90.9091,Accepted
words-within-two-edits-of-dictionary,26.11,Accepted,33.0,33.0,80.2721,SUCCESS,40.1361,Accepted,True,Medium,98.6207,57.9311,Accepted
check-if-there-is-a-valid-parentheses-string-path,97.03,Accepted,,,92.86,SUCCESS,76.19,Accepted,True,Hard,98.75,75.0,Accepted
beautiful-towers-ii,96.61,Accepted,785.0,785.0,100.0,SUCCESS,65.7407,Accepted,True,Medium,99.0909,66.3635,Accepted
maximum-multiplication-score,100.0,Accepted,675.0,212.0,,SUCCESS,,Wrong Answer,True,Medium,99.115,54.8667,Accepted
delete-nodes-from-linked-list-present-in-array,91.4081,Accepted,582.0,582.0,91.252,SUCCESS,24.4346,Accepted,True,Medium,99.3884,82.5688,Accepted
take-k-of-each-character-from-left-and-right,,Time Limit Exceeded,142.0,142.0,5.1588,SUCCESS,7.732,Accepted,True,Medium,,,Wrong Answer
minimum-size-subarray-in-infinite-array,,Wrong Answer,535.0,535.0,5.4333,SUCCESS,5.9779,Accepted,True,Medium,,,Wrong Answer
find-the-k-sum-of-an-array,,Wrong Answer,111.0,111.0,11.2673,SUCCESS,76.7604,Accepted,True,Hard,,,Wrong Answer
